secid,date,days,volatility,index_flag
108105,2014-06-26,730,0.113628,1
108105,2014-06-26,1825,0.164834,1
108105,2014-06-27,10,0.066417,1
108105,2014-06-27,14,0.058818,1
108105,2014-06-27,30,0.058149,1
108105,2014-06-27,60,0.069921,1
108105,2014-06-27,91,0.095095,1
108105,2014-06-27,122,0.095315,1
108105,2014-06-27,152,0.104475,1
108105,2014-06-27,182,0.106994,1
108105,2014-06-27,273,0.10627,1
108105,2014-06-27,365,0.10218,1
108105,2014-06-27,547,0.110598,1
108105,2014-06-27,730,0.113483,1
108105,2014-06-27,1825,0.164769,1
108105,2014-06-30,10,0.059583,1
108105,2014-06-30,14,0.05938,1
108105,2014-06-30,30,0.05775,1
108105,2014-06-30,60,0.0709,1
108105,2014-06-30,91,0.094042,1
108105,2014-06-30,122,0.09611,1
108105,2014-06-30,152,0.103343,1
108105,2014-06-30,182,0.106997,1
108105,2014-06-30,273,0.105981,1
108105,2014-06-30,365,0.10206,1
108105,2014-06-30,547,0.110166,1
108105,2014-06-30,730,0.11231,1
108105,2014-06-30,1825,0.164798,1
108105,2014-07-01,10,0.068282,1
108105,2014-07-01,14,0.065488,1
108105,2014-07-01,30,0.059631,1
108105,2014-07-01,60,0.072018,1
108105,2014-07-01,91,0.093947,1
108105,2014-07-01,122,0.096098,1
108105,2014-07-01,152,0.102486,1
108105,2014-07-01,182,0.107243,1
108105,2014-07-01,273,0.105872,1
108105,2014-07-01,365,0.102125,1
108105,2014-07-01,547,0.109494,1
108105,2014-07-01,730,0.112276,1
108105,2014-07-01,1825,0.164264,1
108105,2014-07-02,10,0.063219,1
108105,2014-07-02,14,0.056009,1
108105,2014-07-02,30,0.059637,1
108105,2014-07-02,60,0.071145,1
108105,2014-07-02,91,0.093847,1
108105,2014-07-02,122,0.095531,1
108105,2014-07-02,152,0.101833,1
108105,2014-07-02,182,0.106813,1
108105,2014-07-02,273,0.105859,1
108105,2014-07-02,365,0.102116,1
108105,2014-07-02,547,0.109349,1
108105,2014-07-02,730,0.11227,1
108105,2014-07-02,1825,0.164199,1
108105,2014-07-03,10,0.06804,1
108105,2014-07-03,14,0.060564,1
108105,2014-07-03,30,0.061092,1
108105,2014-07-03,60,0.071063,1
108105,2014-07-03,91,0.094254,1
108105,2014-07-03,122,0.094832,1
108105,2014-07-03,152,0.101583,1
108105,2014-07-03,182,0.106188,1
108105,2014-07-03,273,0.105372,1
108105,2014-07-03,365,0.102223,1
108105,2014-07-03,547,0.107603,1
108105,2014-07-03,730,0.112253,1
108105,2014-07-03,1825,0.164148,1
108105,2014-07-07,10,0.069113,1
108105,2014-07-07,14,0.069716,1
108105,2014-07-07,30,0.062394,1
108105,2014-07-07,60,0.068981,1
108105,2014-07-07,91,0.088292,1
108105,2014-07-07,122,0.093517,1
108105,2014-07-07,152,0.094984,1
108105,2014-07-07,182,0.10671,1
108105,2014-07-07,273,0.10499,1
108105,2014-07-07,365,0.101902,1
108105,2014-07-07,547,0.107739,1
108105,2014-07-07,730,0.112113,1
108105,2014-07-07,1825,0.164029,1
108105,2014-07-08,10,0.083968,1
108105,2014-07-08,14,0.0718,1
108105,2014-07-08,30,0.066536,1
108105,2014-07-08,60,0.072125,1
108105,2014-07-08,91,0.089647,1
108105,2014-07-08,122,0.093903,1
108105,2014-07-08,152,0.094194,1
108105,2014-07-08,182,0.106982,1
108105,2014-07-08,273,0.104255,1
108105,2014-07-08,365,0.102102,1
108105,2014-07-08,547,0.107883,1
108105,2014-07-08,730,0.112138,1
108105,2014-07-08,1825,0.16406,1
108105,2014-07-09,10,0.081071,1
108105,2014-07-09,14,0.071357,1
108105,2014-07-09,30,0.068161,1
108105,2014-07-09,60,0.071751,1
108105,2014-07-09,91,0.08766,1
108105,2014-07-09,122,0.093609,1
108105,2014-07-09,152,0.092397,1
108105,2014-07-09,182,0.107135,1
108105,2014-07-09,273,0.104343,1
108105,2014-07-09,365,0.10197,1
108105,2014-07-09,547,0.107878,1
108105,2014-07-09,730,0.112159,1
108105,2014-07-09,1825,0.164056,1
108105,2014-07-10,10,0.086453,1
108105,2014-07-10,14,0.07548,1
108105,2014-07-10,30,0.070023,1
108105,2014-07-10,60,0.072066,1
108105,2014-07-10,91,0.076007,1
108105,2014-07-10,122,0.093945,1
108105,2014-07-10,152,0.092283,1
108105,2014-07-10,182,0.107343,1
108105,2014-07-10,273,0.101682,1
108105,2014-07-10,365,0.102084,1
108105,2014-07-10,547,0.107943,1
108105,2014-07-10,730,0.112035,1
108105,2014-07-10,1825,0.164005,1
108105,2014-07-11,10,0.075393,1
108105,2014-07-11,14,0.075243,1
108105,2014-07-11,30,0.068662,1
108105,2014-07-11,60,0.068808,1
108105,2014-07-11,91,0.072808,1
108105,2014-07-11,122,0.093443,1
108105,2014-07-11,152,0.091847,1
108105,2014-07-11,182,0.107321,1
108105,2014-07-11,273,0.101485,1
108105,2014-07-11,365,0.101278,1
108105,2014-07-11,547,0.107802,1
108105,2014-07-11,730,0.112034,1
108105,2014-07-11,1825,0.16394,1
108105,2014-07-14,10,0.079896,1
108105,2014-07-14,14,0.078582,1
108105,2014-07-14,30,0.065371,1
108105,2014-07-14,60,0.064237,1
108105,2014-07-14,91,0.071805,1
108105,2014-07-14,122,0.092066,1
108105,2014-07-14,152,0.09155,1
108105,2014-07-14,182,0.105818,1
108105,2014-07-14,273,0.101523,1
108105,2014-07-14,365,0.101336,1
108105,2014-07-14,547,0.107851,1
108105,2014-07-14,730,0.111561,1
108105,2014-07-14,1825,0.163214,1
108105,2014-07-15,10,0.073308,1
108105,2014-07-15,14,0.071796,1
108105,2014-07-15,30,0.064547,1
108105,2014-07-15,60,0.064469,1
108105,2014-07-15,91,0.071189,1
108105,2014-07-15,122,0.091637,1
108105,2014-07-15,152,0.091309,1
108105,2014-07-15,182,0.104888,1
108105,2014-07-15,273,0.101157,1
108105,2014-07-15,365,0.101366,1
108105,2014-07-15,547,0.107864,1
108105,2014-07-15,730,0.111465,1
108105,2014-07-15,1825,0.163178,1
108105,2014-07-16,10,0.073594,1
108105,2014-07-16,14,0.075176,1
108105,2014-07-16,30,0.065542,1
108105,2014-07-16,60,0.064077,1
108105,2014-07-16,91,0.068884,1
108105,2014-07-16,122,0.091274,1
108105,2014-07-16,152,0.091247,1
108105,2014-07-16,182,0.104811,1
108105,2014-07-16,273,0.100106,1
108105,2014-07-16,365,0.101334,1
108105,2014-07-16,547,0.1079,1
108105,2014-07-16,730,0.111471,1
108105,2014-07-16,1825,0.163186,1
108105,2014-07-17,10,0.09765,1
108105,2014-07-17,14,0.092446,1
108105,2014-07-17,30,0.07925,1
108105,2014-07-17,60,0.071089,1
108105,2014-07-17,91,0.073626,1
108105,2014-07-17,122,0.09261,1
108105,2014-07-17,152,0.09289,1
108105,2014-07-17,182,0.106263,1
108105,2014-07-17,273,0.100933,1
108105,2014-07-17,365,0.102087,1
108105,2014-07-17,547,0.108397,1
108105,2014-07-17,730,0.111732,1
108105,2014-07-17,1825,0.163217,1
108105,2014-07-18,10,0.108112,1
108105,2014-07-18,14,0.105248,1
108105,2014-07-18,30,0.082589,1
108105,2014-07-18,60,0.074298,1
108105,2014-07-18,91,0.075424,1
108105,2014-07-18,122,0.093397,1
108105,2014-07-18,152,0.093627,1
108105,2014-07-18,182,0.10697,1
108105,2014-07-18,273,0.101313,1
108105,2014-07-18,365,0.102444,1
108105,2014-07-18,547,0.1086,1
108105,2014-07-18,730,0.111855,1
108105,2014-07-18,1825,0.163209,1
108105,2014-07-21,10,0.121831,1
108105,2014-07-21,14,0.104024,1
108105,2014-07-21,30,0.085112,1
108105,2014-07-21,60,0.071961,1
108105,2014-07-21,91,0.075478,1
108105,2014-07-21,122,0.093233,1
108105,2014-07-21,152,0.093513,1
108105,2014-07-21,182,0.10662,1
108105,2014-07-21,273,0.101371,1
108105,2014-07-21,365,0.102482,1
108105,2014-07-21,547,0.108608,1
108105,2014-07-21,730,0.111714,1
108105,2014-07-21,1825,0.163266,1
108105,2014-07-22,10,0.114434,1
108105,2014-07-22,14,0.099248,1
108105,2014-07-22,30,0.084559,1
108105,2014-07-22,60,0.072206,1
108105,2014-07-22,91,0.075661,1
108105,2014-07-22,122,0.092973,1
108105,2014-07-22,152,0.093387,1
108105,2014-07-22,182,0.10676,1
108105,2014-07-22,273,0.101326,1
108105,2014-07-22,365,0.102566,1
108105,2014-07-22,547,0.108519,1
108105,2014-07-22,730,0.111643,1
108105,2014-07-22,1825,0.162968,1
108105,2014-07-23,10,0.105999,1
108105,2014-07-23,14,0.097334,1
108105,2014-07-23,30,0.084634,1
108105,2014-07-23,60,0.071317,1
108105,2014-07-23,91,0.075422,1
108105,2014-07-23,122,0.092435,1
108105,2014-07-23,152,0.093309,1
108105,2014-07-23,182,0.106773,1
108105,2014-07-23,273,0.101138,1
108105,2014-07-23,365,0.102542,1
108105,2014-07-23,547,0.108481,1
108105,2014-07-23,730,0.111433,1
108105,2014-07-23,1825,0.162965,1
108105,2014-07-24,10,0.103456,1
108105,2014-07-24,14,0.093569,1
108105,2014-07-24,30,0.080678,1
108105,2014-07-24,60,0.070458,1
108105,2014-07-24,91,0.075409,1
108105,2014-07-24,122,0.091917,1
108105,2014-07-24,152,0.092865,1
108105,2014-07-24,182,0.105908,1
108105,2014-07-24,273,0.101094,1
108105,2014-07-24,365,0.102445,1
108105,2014-07-24,547,0.108479,1
108105,2014-07-24,730,0.111214,1
108105,2014-07-24,1825,0.1629,1
108105,2014-07-25,10,0.107356,1
108105,2014-07-25,14,0.098296,1
108105,2014-07-25,30,0.081698,1
108105,2014-07-25,60,0.071079,1
108105,2014-07-25,91,0.074091,1
108105,2014-07-25,122,0.092212,1
108105,2014-07-25,152,0.092826,1
108105,2014-07-25,182,0.101583,1
108105,2014-07-25,273,0.101204,1
108105,2014-07-25,365,0.102575,1
108105,2014-07-25,547,0.108574,1
108105,2014-07-25,730,0.111283,1
108105,2014-07-25,1825,0.162854,1
108105,2014-07-28,10,0.053803,1
108105,2014-07-28,14,0.095351,1
108105,2014-07-28,30,0.083443,1
108105,2014-07-28,60,0.070628,1
108105,2014-07-28,91,0.073956,1
108105,2014-07-28,122,0.09197,1
108105,2014-07-28,152,0.093267,1
108105,2014-07-28,182,0.101263,1
108105,2014-07-28,273,0.101201,1
108105,2014-07-28,365,0.102575,1
108105,2014-07-28,547,0.108507,1
108105,2014-07-28,730,0.110086,1
108105,2014-07-28,1825,0.162957,1
108105,2014-07-29,10,0.056327,1
108105,2014-07-29,14,0.097765,1
108105,2014-07-29,30,0.08315,1
108105,2014-07-29,60,0.071761,1
108105,2014-07-29,91,0.074325,1
108105,2014-07-29,122,0.091874,1
108105,2014-07-29,152,0.093371,1
108105,2014-07-29,182,0.101263,1
108105,2014-07-29,273,0.101212,1
108105,2014-07-29,365,0.102612,1
108105,2014-07-29,547,0.108572,1
108105,2014-07-29,730,0.110039,1
108105,2014-07-29,1825,0.162895,1
108105,2014-07-30,10,0.05228,1
108105,2014-07-30,14,0.094758,1
108105,2014-07-30,30,0.083125,1
108105,2014-07-30,60,0.070892,1
108105,2014-07-30,91,0.074198,1
108105,2014-07-30,122,0.091332,1
108105,2014-07-30,152,0.093311,1
108105,2014-07-30,182,0.100045,1
108105,2014-07-30,273,0.101013,1
108105,2014-07-30,365,0.102614,1
108105,2014-07-30,547,0.108514,1
108105,2014-07-30,730,0.110037,1
108105,2014-07-30,1825,0.162895,1
108105,2014-07-31,10,0.122998,1
108105,2014-07-31,14,0.126393,1
108105,2014-07-31,30,0.105936,1
108105,2014-07-31,60,0.086222,1
108105,2014-07-31,91,0.085169,1
108105,2014-07-31,122,0.097302,1
108105,2014-07-31,152,0.098223,1
108105,2014-07-31,182,0.103287,1
108105,2014-07-31,273,0.103735,1
108105,2014-07-31,365,0.104702,1
108105,2014-07-31,547,0.109786,1
108105,2014-07-31,730,0.110973,1
108105,2014-07-31,1825,0.163095,1
108105,2014-08-01,10,0.11263,1
108105,2014-08-01,14,0.108498,1
108105,2014-08-01,30,0.105927,1
108105,2014-08-01,60,0.0865,1
108105,2014-08-01,91,0.085349,1
108105,2014-08-01,122,0.096761,1
108105,2014-08-01,152,0.097883,1
108105,2014-08-01,182,0.102913,1
108105,2014-08-01,273,0.103771,1
108105,2014-08-01,365,0.10407,1
108105,2014-08-01,547,0.109792,1
108105,2014-08-01,730,0.110972,1
108105,2014-08-01,1825,0.163037,1
108105,2014-08-04,10,0.145672,1
108105,2014-08-04,14,0.119374,1
108105,2014-08-04,30,0.107428,1
108105,2014-08-04,60,0.088823,1
108105,2014-08-04,91,0.086378,1
108105,2014-08-04,122,0.095866,1
108105,2014-08-04,152,0.095921,1
108105,2014-08-04,182,0.097622,1
108105,2014-08-04,273,0.104,1
108105,2014-08-04,365,0.104278,1
108105,2014-08-04,547,0.109655,1
108105,2014-08-04,730,0.110272,1
108105,2014-08-04,1825,0.16305,1
108105,2014-08-05,10,0.138387,1
108105,2014-08-05,14,0.118878,1
108105,2014-08-05,30,0.108809,1
108105,2014-08-05,60,0.091198,1
108105,2014-08-05,91,0.086703,1
108105,2014-08-05,122,0.096911,1
108105,2014-08-05,152,0.097151,1
108105,2014-08-05,182,0.098279,1
108105,2014-08-05,273,0.104606,1
108105,2014-08-05,365,0.104761,1
108105,2014-08-05,547,0.109525,1
108105,2014-08-05,730,0.110408,1
108105,2014-08-05,1825,0.163092,1
108105,2014-08-06,10,0.130349,1
108105,2014-08-06,14,0.117141,1
108105,2014-08-06,30,0.108579,1
108105,2014-08-06,60,0.090084,1
108105,2014-08-06,91,0.086069,1
108105,2014-08-06,122,0.096334,1
108105,2014-08-06,152,0.09715,1
108105,2014-08-06,182,0.098207,1
108105,2014-08-06,273,0.104513,1
108105,2014-08-06,365,0.104576,1
108105,2014-08-06,547,0.109238,1
108105,2014-08-06,730,0.110403,1
108105,2014-08-06,1825,0.16299,1
108105,2014-08-07,10,0.127981,1
108105,2014-08-07,14,0.11542,1
108105,2014-08-07,30,0.107743,1
108105,2014-08-07,60,0.089895,1
108105,2014-08-07,91,0.086817,1
108105,2014-08-07,122,0.094928,1
108105,2014-08-07,152,0.097097,1
108105,2014-08-07,182,0.097194,1
108105,2014-08-07,273,0.103523,1
108105,2014-08-07,365,0.104664,1
108105,2014-08-07,547,0.109356,1
108105,2014-08-07,730,0.110445,1
108105,2014-08-07,1825,0.162948,1
108105,2014-08-08,10,0.156061,1
108105,2014-08-08,14,0.13883,1
108105,2014-08-08,30,0.114504,1
108105,2014-08-08,60,0.094392,1
108105,2014-08-08,91,0.089626,1
108105,2014-08-08,122,0.096658,1
108105,2014-08-08,152,0.098183,1
108105,2014-08-08,182,0.096766,1
108105,2014-08-08,273,0.10323,1
108105,2014-08-08,365,0.105185,1
108105,2014-08-08,547,0.109695,1
108105,2014-08-08,730,0.110712,1
108105,2014-08-08,1825,0.162957,1
108105,2014-08-11,10,0.124985,1
108105,2014-08-11,14,0.140703,1
108105,2014-08-11,30,0.117162,1
108105,2014-08-11,60,0.094963,1
108105,2014-08-11,91,0.087799,1
108105,2014-08-11,122,0.086561,1
108105,2014-08-11,152,0.098833,1
108105,2014-08-11,182,0.096806,1
108105,2014-08-11,273,0.103264,1
108105,2014-08-11,365,0.105128,1
108105,2014-08-11,547,0.109633,1
108105,2014-08-11,730,0.110827,1
108105,2014-08-11,1825,0.162899,1
108105,2014-08-12,10,0.115201,1
108105,2014-08-12,14,0.140074,1
108105,2014-08-12,30,0.114379,1
108105,2014-08-12,60,0.094736,1
108105,2014-08-12,91,0.087887,1
108105,2014-08-12,122,0.086139,1
108105,2014-08-12,152,0.097054,1
108105,2014-08-12,182,0.095707,1
108105,2014-08-12,273,0.10324,1
108105,2014-08-12,365,0.105137,1
108105,2014-08-12,547,0.109644,1
108105,2014-08-12,730,0.110728,1
108105,2014-08-12,1825,0.162877,1
108105,2014-08-13,10,0.111926,1
108105,2014-08-13,14,0.146414,1
108105,2014-08-13,30,0.115636,1
108105,2014-08-13,60,0.095008,1
108105,2014-08-13,91,0.0882,1
108105,2014-08-13,122,0.086233,1
108105,2014-08-13,152,0.097396,1
108105,2014-08-13,182,0.096102,1
108105,2014-08-13,273,0.103115,1
108105,2014-08-13,365,0.105293,1
108105,2014-08-13,547,0.109752,1
108105,2014-08-13,730,0.110803,1
108105,2014-08-13,1825,0.16285,1
108105,2014-08-14,10,0.107725,1
108105,2014-08-14,14,0.102414,1
108105,2014-08-14,30,0.116777,1
108105,2014-08-14,60,0.094421,1
108105,2014-08-14,91,0.086198,1
108105,2014-08-14,122,0.085498,1
108105,2014-08-14,152,0.097109,1
108105,2014-08-14,182,0.095963,1
108105,2014-08-14,273,0.103089,1
108105,2014-08-14,365,0.105203,1
108105,2014-08-14,547,0.109793,1
108105,2014-08-14,730,0.110832,1
108105,2014-08-14,1825,0.162794,1
108105,2014-08-15,10,0.083965,1
108105,2014-08-15,14,0.100196,1
108105,2014-08-15,30,0.115644,1
108105,2014-08-15,60,0.094411,1
108105,2014-08-15,91,0.085988,1
108105,2014-08-15,122,0.084876,1
108105,2014-08-15,152,0.096654,1
108105,2014-08-15,182,0.095773,1
108105,2014-08-15,273,0.102998,1
108105,2014-08-15,365,0.104125,1
108105,2014-08-15,547,0.109795,1
108105,2014-08-15,730,0.110833,1
108105,2014-08-15,1825,0.162729,1
108105,2014-08-18,10,0.061647,1
108105,2014-08-18,14,0.102486,1
108105,2014-08-18,30,0.109312,1
108105,2014-08-18,60,0.096989,1
108105,2014-08-18,91,0.087189,1
108105,2014-08-18,122,0.084769,1
108105,2014-08-18,152,0.096239,1
108105,2014-08-18,182,0.096057,1
108105,2014-08-18,273,0.103305,1
108105,2014-08-18,365,0.104344,1
108105,2014-08-18,547,0.109972,1
108105,2014-08-18,730,0.110986,1
108105,2014-08-18,1825,0.162429,1
108105,2014-08-19,10,0.057048,1
108105,2014-08-19,14,0.080995,1
108105,2014-08-19,30,0.108089,1
108105,2014-08-19,60,0.097658,1
108105,2014-08-19,91,0.086342,1
108105,2014-08-19,122,0.084592,1
108105,2014-08-19,152,0.09611,1
108105,2014-08-19,182,0.096256,1
108105,2014-08-19,273,0.103392,1
108105,2014-08-19,365,0.10422,1
108105,2014-08-19,547,0.109882,1
108105,2014-08-19,730,0.110918,1
108105,2014-08-19,1825,0.162375,1
108105,2014-08-20,10,0.053228,1
108105,2014-08-20,14,0.079255,1
108105,2014-08-20,30,0.10803,1
108105,2014-08-20,60,0.096616,1
108105,2014-08-20,91,0.085165,1
108105,2014-08-20,122,0.084147,1
108105,2014-08-20,152,0.096001,1
108105,2014-08-20,182,0.095758,1
108105,2014-08-20,273,0.103299,1
108105,2014-08-20,365,0.104189,1
108105,2014-08-20,547,0.109759,1
108105,2014-08-20,730,0.110924,1
108105,2014-08-20,1825,0.162178,1
108105,2014-08-21,10,0.053142,1
108105,2014-08-21,14,0.061915,1
108105,2014-08-21,30,0.107175,1
108105,2014-08-21,60,0.095676,1
108105,2014-08-21,91,0.085216,1
108105,2014-08-21,122,0.08407,1
108105,2014-08-21,152,0.095611,1
108105,2014-08-21,182,0.095512,1
108105,2014-08-21,273,0.102964,1
108105,2014-08-21,365,0.104006,1
108105,2014-08-21,547,0.109245,1
108105,2014-08-21,730,0.110896,1
108105,2014-08-21,1825,0.162118,1
108105,2014-08-22,10,0.054413,1
108105,2014-08-22,14,0.054372,1
108105,2014-08-22,30,0.107275,1
108105,2014-08-22,60,0.095838,1
108105,2014-08-22,91,0.085111,1
108105,2014-08-22,122,0.083994,1
108105,2014-08-22,152,0.095243,1
108105,2014-08-22,182,0.095516,1
108105,2014-08-22,273,0.102878,1
108105,2014-08-22,365,0.103745,1
108105,2014-08-22,547,0.109115,1
108105,2014-08-22,730,0.110912,1
108105,2014-08-22,1825,0.162057,1
108105,2014-08-25,10,0.055114,1
108105,2014-08-25,14,0.055163,1
108105,2014-08-25,30,0.1096,1
108105,2014-08-25,60,0.096571,1
108105,2014-08-25,91,0.084816,1
108105,2014-08-25,122,0.083703,1
108105,2014-08-25,152,0.095058,1
108105,2014-08-25,182,0.095374,1
108105,2014-08-25,273,0.102976,1
108105,2014-08-25,365,0.103775,1
108105,2014-08-25,547,0.10897,1
108105,2014-08-25,730,0.11081,1
108105,2014-08-25,1825,0.162194,1
108105,2014-08-26,10,0.052611,1
108105,2014-08-26,14,0.050117,1
108105,2014-08-26,30,0.106976,1
108105,2014-08-26,60,0.096516,1
108105,2014-08-26,91,0.084171,1
108105,2014-08-26,122,0.083204,1
108105,2014-08-26,152,0.09497,1
108105,2014-08-26,182,0.095335,1
108105,2014-08-26,273,0.102976,1
108105,2014-08-26,365,0.103664,1
108105,2014-08-26,547,0.107832,1
108105,2014-08-26,730,0.1107,1
108105,2014-08-26,1825,0.162191,1
108105,2014-08-27,10,0.051911,1
108105,2014-08-27,14,0.04888,1
108105,2014-08-27,30,0.106985,1
108105,2014-08-27,60,0.095337,1
108105,2014-08-27,91,0.084102,1
108105,2014-08-27,122,0.082724,1
108105,2014-08-27,152,0.094782,1
108105,2014-08-27,182,0.095335,1
108105,2014-08-27,273,0.102953,1
108105,2014-08-27,365,0.102294,1
108105,2014-08-27,547,0.107747,1
108105,2014-08-27,730,0.110698,1
108105,2014-08-27,1825,0.162188,1
108105,2014-08-28,10,0.04268,1
108105,2014-08-28,14,0.052484,1
108105,2014-08-28,30,0.105809,1
108105,2014-08-28,60,0.094341,1
108105,2014-08-28,91,0.083711,1
108105,2014-08-28,122,0.082728,1
108105,2014-08-28,152,0.094401,1
108105,2014-08-28,182,0.095194,1
108105,2014-08-28,273,0.10271,1
108105,2014-08-28,365,0.102306,1
108105,2014-08-28,547,0.107326,1
108105,2014-08-28,730,0.110706,1
108105,2014-08-28,1825,0.162126,1
108105,2014-08-29,10,0.038711,1
108105,2014-08-29,14,0.051308,1
108105,2014-08-29,30,0.106177,1
108105,2014-08-29,60,0.094577,1
108105,2014-08-29,91,0.083849,1
108105,2014-08-29,122,0.08256,1
108105,2014-08-29,152,0.094042,1
108105,2014-08-29,182,0.095222,1
108105,2014-08-29,273,0.102749,1
108105,2014-08-29,365,0.102331,1
108105,2014-08-29,547,0.107339,1
108105,2014-08-29,730,0.110721,1
108105,2014-08-29,1825,0.162066,1
108105,2014-09-02,10,0.038885,1
108105,2014-09-02,14,0.037594,1
108105,2014-09-02,30,0.076357,1
108105,2014-09-02,60,0.094776,1
108105,2014-09-02,91,0.084531,1
108105,2014-09-02,122,0.083393,1
108105,2014-09-02,152,0.09411,1
108105,2014-09-02,182,0.092654,1
108105,2014-09-02,273,0.102868,1
108105,2014-09-02,365,0.102262,1
108105,2014-09-02,547,0.107432,1
108105,2014-09-02,730,0.110626,1
108105,2014-09-02,1825,0.161841,1
108105,2014-09-03,10,0.037354,1
108105,2014-09-03,14,0.037934,1
108105,2014-09-03,30,0.074351,1
108105,2014-09-03,60,0.093644,1
108105,2014-09-03,91,0.084538,1
108105,2014-09-03,122,0.082937,1
108105,2014-09-03,152,0.091831,1
108105,2014-09-03,182,0.092669,1
108105,2014-09-03,273,0.102857,1
108105,2014-09-03,365,0.102219,1
108105,2014-09-03,547,0.107197,1
108105,2014-09-03,730,0.110521,1
108105,2014-09-03,1825,0.161745,1
108105,2014-09-04,10,0.027659,1
108105,2014-09-04,14,0.037327,1
108105,2014-09-04,30,0.063369,1
108105,2014-09-04,60,0.092616,1
108105,2014-09-04,91,0.083777,1
108105,2014-09-04,122,0.083003,1
108105,2014-09-04,152,0.091453,1
108105,2014-09-04,182,0.092699,1
108105,2014-09-04,273,0.102726,1
108105,2014-09-04,365,0.101982,1
108105,2014-09-04,547,0.107211,1
108105,2014-09-04,730,0.110524,1
108105,2014-09-04,1825,0.161683,1
108105,2014-09-05,10,0.041112,1
108105,2014-09-05,14,0.041957,1
108105,2014-09-05,30,0.063882,1
108105,2014-09-05,60,0.092789,1
108105,2014-09-05,91,0.083863,1
108105,2014-09-05,122,0.081584,1
108105,2014-09-05,152,0.091266,1
108105,2014-09-05,182,0.09292,1
108105,2014-09-05,273,0.102114,1
108105,2014-09-05,365,0.10207,1
108105,2014-09-05,547,0.107266,1
108105,2014-09-05,730,0.110559,1
108105,2014-09-05,1825,0.161631,1
108105,2014-09-08,10,0.0488,1
108105,2014-09-08,14,0.040689,1
108105,2014-09-08,30,0.051769,1
108105,2014-09-08,60,0.092314,1
108105,2014-09-08,91,0.084155,1
108105,2014-09-08,122,0.082327,1
108105,2014-09-08,152,0.089028,1
108105,2014-09-08,182,0.09305,1
108105,2014-09-08,273,0.102192,1
108105,2014-09-08,365,0.10214,1
108105,2014-09-08,547,0.107265,1
108105,2014-09-08,730,0.109803,1
108105,2014-09-08,1825,0.161629,1
108105,2014-09-09,10,0.060139,1
108105,2014-09-09,14,0.053596,1
108105,2014-09-09,30,0.058153,1
108105,2014-09-09,60,0.093893,1
108105,2014-09-09,91,0.085295,1
108105,2014-09-09,122,0.082809,1
108105,2014-09-09,152,0.083012,1
108105,2014-09-09,182,0.093251,1
108105,2014-09-09,273,0.102434,1
108105,2014-09-09,365,0.101983,1
108105,2014-09-09,547,0.107407,1
108105,2014-09-09,730,0.109813,1
108105,2014-09-09,1825,0.1616,1
108105,2014-09-10,10,0.062237,1
108105,2014-09-10,14,0.058228,1
108105,2014-09-10,30,0.058496,1
108105,2014-09-10,60,0.09311,1
108105,2014-09-10,91,0.085188,1
108105,2014-09-10,122,0.082473,1
108105,2014-09-10,152,0.081526,1
108105,2014-09-10,182,0.093357,1
108105,2014-09-10,273,0.101549,1
108105,2014-09-10,365,0.101809,1
108105,2014-09-10,547,0.107406,1
108105,2014-09-10,730,0.109727,1
108105,2014-09-10,1825,0.161604,1
108105,2014-09-11,10,0.058177,1
108105,2014-09-11,14,0.057807,1
108105,2014-09-11,30,0.057477,1
108105,2014-09-11,60,0.092004,1
108105,2014-09-11,91,0.083805,1
108105,2014-09-11,122,0.080999,1
108105,2014-09-11,152,0.081134,1
108105,2014-09-11,182,0.091698,1
108105,2014-09-11,273,0.10142,1
108105,2014-09-11,365,0.101782,1
108105,2014-09-11,547,0.107405,1
108105,2014-09-11,730,0.109713,1
108105,2014-09-11,1825,0.16154,1
108105,2014-09-12,10,0.066209,1
108105,2014-09-12,14,0.06199,1
108105,2014-09-12,30,0.059896,1
108105,2014-09-12,60,0.092566,1
108105,2014-09-12,91,0.084639,1
108105,2014-09-12,122,0.081789,1
108105,2014-09-12,152,0.081442,1
108105,2014-09-12,182,0.092045,1
108105,2014-09-12,273,0.101707,1
108105,2014-09-12,365,0.101918,1
108105,2014-09-12,547,0.107465,1
108105,2014-09-12,730,0.109809,1
108105,2014-09-12,1825,0.161502,1
108105,2014-09-15,10,0.063348,1
108105,2014-09-15,14,0.058462,1
108105,2014-09-15,30,0.060294,1
108105,2014-09-15,60,0.089156,1
108105,2014-09-15,91,0.084663,1
108105,2014-09-15,122,0.080208,1
108105,2014-09-15,152,0.079447,1
108105,2014-09-15,182,0.091169,1
108105,2014-09-15,273,0.1015,1
108105,2014-09-15,365,0.101906,1
108105,2014-09-15,547,0.107455,1
108105,2014-09-15,730,0.109342,1
108105,2014-09-15,1825,0.161472,1
108105,2014-09-16,10,0.080885,1
108105,2014-09-16,14,0.072246,1
108105,2014-09-16,30,0.063208,1
108105,2014-09-16,60,0.087476,1
108105,2014-09-16,91,0.085772,1
108105,2014-09-16,122,0.080587,1
108105,2014-09-16,152,0.080151,1
108105,2014-09-16,182,0.091209,1
108105,2014-09-16,273,0.101723,1
108105,2014-09-16,365,0.10201,1
108105,2014-09-16,547,0.107481,1
108105,2014-09-16,730,0.10934,1
108105,2014-09-16,1825,0.161494,1
108105,2014-09-17,10,0.075654,1
108105,2014-09-17,14,0.072502,1
108105,2014-09-17,30,0.057165,1
