secid,date,days,volatility,index_flag
108105,2015-08-26,30,0.251327,1
108105,2015-08-26,60,0.202885,1
108105,2015-08-26,91,0.171717,1
108105,2015-08-26,122,0.157762,1
108105,2015-08-26,152,0.148559,1
108105,2015-08-26,182,0.14556,1
108105,2015-08-26,273,0.145566,1
108105,2015-08-26,365,0.139865,1
108105,2015-08-26,547,0.126694,1
108105,2015-08-26,730,0.123173,1
108105,2015-08-26,1825,0.152182,1
108105,2015-08-27,10,0.425497,1
108105,2015-08-27,14,0.383189,1
108105,2015-08-27,30,0.262675,1
108105,2015-08-27,60,0.210036,1
108105,2015-08-27,91,0.178971,1
108105,2015-08-27,122,0.163367,1
108105,2015-08-27,152,0.15263,1
108105,2015-08-27,182,0.149648,1
108105,2015-08-27,273,0.14789,1
108105,2015-08-27,365,0.141931,1
108105,2015-08-27,547,0.128181,1
108105,2015-08-27,730,0.123765,1
108105,2015-08-27,1825,0.152486,1
108105,2015-08-28,10,0.427084,1
108105,2015-08-28,14,0.381469,1
108105,2015-08-28,30,0.260697,1
108105,2015-08-28,60,0.204256,1
108105,2015-08-28,91,0.178674,1
108105,2015-08-28,122,0.163273,1
108105,2015-08-28,152,0.151915,1
108105,2015-08-28,182,0.149613,1
108105,2015-08-28,273,0.147868,1
108105,2015-08-28,365,0.141922,1
108105,2015-08-28,547,0.128123,1
108105,2015-08-28,730,0.123754,1
108105,2015-08-28,1825,0.152425,1
108105,2015-08-31,10,0.44427,1
108105,2015-08-31,14,0.377347,1
108105,2015-08-31,30,0.267658,1
108105,2015-08-31,60,0.208967,1
108105,2015-08-31,91,0.17919,1
108105,2015-08-31,122,0.163623,1
108105,2015-08-31,152,0.151966,1
108105,2015-08-31,182,0.149741,1
108105,2015-08-31,273,0.147975,1
108105,2015-08-31,365,0.142131,1
108105,2015-08-31,547,0.128297,1
108105,2015-08-31,730,0.124004,1
108105,2015-08-31,1825,0.151906,1
108105,2015-09-01,10,0.444033,1
108105,2015-09-01,14,0.394363,1
108105,2015-09-01,30,0.27667,1
108105,2015-09-01,60,0.218095,1
108105,2015-09-01,91,0.188175,1
108105,2015-09-01,122,0.170254,1
108105,2015-09-01,152,0.158602,1
108105,2015-09-01,182,0.155295,1
108105,2015-09-01,273,0.151744,1
108105,2015-09-01,365,0.144966,1
108105,2015-09-01,547,0.130492,1
108105,2015-09-01,730,0.125731,1
108105,2015-09-01,1825,0.15247,1
108105,2015-09-02,10,0.429763,1
108105,2015-09-02,14,0.417564,1
108105,2015-09-02,30,0.286909,1
108105,2015-09-02,60,0.220895,1
108105,2015-09-02,91,0.192055,1
108105,2015-09-02,122,0.172433,1
108105,2015-09-02,152,0.160501,1
108105,2015-09-02,182,0.157466,1
108105,2015-09-02,273,0.153181,1
108105,2015-09-02,365,0.146112,1
108105,2015-09-02,547,0.130744,1
108105,2015-09-02,730,0.126235,1
108105,2015-09-02,1825,0.152569,1
108105,2015-09-03,10,0.350737,1
108105,2015-09-03,14,0.410397,1
108105,2015-09-03,30,0.287299,1
108105,2015-09-03,60,0.218402,1
108105,2015-09-03,91,0.191532,1
108105,2015-09-03,122,0.172342,1
108105,2015-09-03,152,0.159764,1
108105,2015-09-03,182,0.157465,1
108105,2015-09-03,273,0.153187,1
108105,2015-09-03,365,0.146116,1
108105,2015-09-03,547,0.130746,1
108105,2015-09-03,730,0.126208,1
108105,2015-09-03,1825,0.152509,1
108105,2015-09-04,10,0.354143,1
108105,2015-09-04,14,0.385993,1
108105,2015-09-04,30,0.289269,1
108105,2015-09-04,60,0.220908,1
108105,2015-09-04,91,0.193632,1
108105,2015-09-04,122,0.173115,1
108105,2015-09-04,152,0.160638,1
108105,2015-09-04,182,0.157678,1
108105,2015-09-04,273,0.154167,1
108105,2015-09-04,365,0.146911,1
108105,2015-09-04,547,0.131353,1
108105,2015-09-04,730,0.126581,1
108105,2015-09-04,1825,0.152614,1
108105,2015-09-08,10,0.328308,1
108105,2015-09-08,14,0.349811,1
108105,2015-09-08,30,0.312309,1
108105,2015-09-08,60,0.231713,1
108105,2015-09-08,91,0.201723,1
108105,2015-09-08,122,0.178803,1
108105,2015-09-08,152,0.16701,1
108105,2015-09-08,182,0.160452,1
108105,2015-09-08,273,0.157108,1
108105,2015-09-08,365,0.149181,1
108105,2015-09-08,547,0.133065,1
108105,2015-09-08,730,0.127881,1
108105,2015-09-08,1825,0.152994,1
108105,2015-09-09,10,0.308736,1
108105,2015-09-09,14,0.303658,1
108105,2015-09-09,30,0.30955,1
108105,2015-09-09,60,0.230975,1
108105,2015-09-09,91,0.20169,1
108105,2015-09-09,122,0.17917,1
108105,2015-09-09,152,0.168047,1
108105,2015-09-09,182,0.161603,1
108105,2015-09-09,273,0.156786,1
108105,2015-09-09,365,0.14969,1
108105,2015-09-09,547,0.133496,1
108105,2015-09-09,730,0.128101,1
108105,2015-09-09,1825,0.153118,1
108105,2015-09-10,10,0.310305,1
108105,2015-09-10,14,0.271661,1
108105,2015-09-10,30,0.310333,1
108105,2015-09-10,60,0.228812,1
108105,2015-09-10,91,0.202028,1
108105,2015-09-10,122,0.179348,1
108105,2015-09-10,152,0.167503,1
108105,2015-09-10,182,0.160758,1
108105,2015-09-10,273,0.156818,1
108105,2015-09-10,365,0.14974,1
108105,2015-09-10,547,0.133562,1
108105,2015-09-10,730,0.128053,1
108105,2015-09-10,1825,0.153072,1
108105,2015-09-11,10,0.237338,1
108105,2015-09-11,14,0.273593,1
108105,2015-09-11,30,0.311153,1
108105,2015-09-11,60,0.227223,1
108105,2015-09-11,91,0.201996,1
108105,2015-09-11,122,0.179548,1
108105,2015-09-11,152,0.1669,1
108105,2015-09-11,182,0.160704,1
108105,2015-09-11,273,0.155777,1
108105,2015-09-11,365,0.149806,1
108105,2015-09-11,547,0.133254,1
108105,2015-09-11,730,0.128072,1
108105,2015-09-11,1825,0.153022,1
108105,2015-09-14,10,0.227317,1
108105,2015-09-14,14,0.271121,1
108105,2015-09-14,30,0.318134,1
108105,2015-09-14,60,0.231053,1
108105,2015-09-14,91,0.20196,1
108105,2015-09-14,122,0.180638,1
108105,2015-09-14,152,0.168188,1
108105,2015-09-14,182,0.159577,1
108105,2015-09-14,273,0.155676,1
108105,2015-09-14,365,0.149744,1
108105,2015-09-14,547,0.133277,1
108105,2015-09-14,730,0.1282,1
108105,2015-09-14,1825,0.153076,1
108105,2015-09-15,10,0.212371,1
108105,2015-09-15,14,0.216223,1
108105,2015-09-15,30,0.315101,1
108105,2015-09-15,60,0.233841,1
108105,2015-09-15,91,0.203406,1
108105,2015-09-15,122,0.18112,1
108105,2015-09-15,152,0.169478,1
108105,2015-09-15,182,0.16062,1
108105,2015-09-15,273,0.156075,1
108105,2015-09-15,365,0.150289,1
108105,2015-09-15,547,0.133453,1
108105,2015-09-15,730,0.128375,1
108105,2015-09-15,1825,0.153175,1
108105,2015-09-16,10,0.195207,1
108105,2015-09-16,14,0.201596,1
108105,2015-09-16,30,0.316417,1
108105,2015-09-16,60,0.232382,1
108105,2015-09-16,91,0.204232,1
108105,2015-09-16,122,0.180782,1
108105,2015-09-16,152,0.169232,1
108105,2015-09-16,182,0.160157,1
108105,2015-09-16,273,0.154631,1
108105,2015-09-16,365,0.150355,1
108105,2015-09-16,547,0.13351,1
108105,2015-09-16,730,0.128455,1
108105,2015-09-16,1825,0.153219,1
108105,2015-09-17,10,0.18618,1
108105,2015-09-17,14,0.203399,1
108105,2015-09-17,30,0.316417,1
108105,2015-09-17,60,0.229613,1
108105,2015-09-17,91,0.203102,1
108105,2015-09-17,122,0.180689,1
108105,2015-09-17,152,0.168457,1
108105,2015-09-17,182,0.16006,1
108105,2015-09-17,273,0.152145,1
108105,2015-09-17,365,0.150371,1
108105,2015-09-17,547,0.133429,1
108105,2015-09-17,730,0.128441,1
108105,2015-09-17,1825,0.153164,1
108105,2015-09-18,10,0.166064,1
108105,2015-09-18,14,0.205753,1
108105,2015-09-18,30,0.319468,1
108105,2015-09-18,60,0.232283,1
108105,2015-09-18,91,0.205224,1
108105,2015-09-18,122,0.182649,1
108105,2015-09-18,152,0.169422,1
108105,2015-09-18,182,0.161068,1
108105,2015-09-18,273,0.153186,1
108105,2015-09-18,365,0.151167,1
108105,2015-09-18,547,0.134018,1
108105,2015-09-18,730,0.128704,1
108105,2015-09-18,1825,0.153287,1
108105,2015-09-21,10,0.165865,1
108105,2015-09-21,14,0.194374,1
108105,2015-09-21,30,0.300112,1
108105,2015-09-21,60,0.238261,1
108105,2015-09-21,91,0.205028,1
108105,2015-09-21,122,0.185012,1
108105,2015-09-21,152,0.170315,1
108105,2015-09-21,182,0.161222,1
108105,2015-09-21,273,0.153216,1
108105,2015-09-21,365,0.151238,1
108105,2015-09-21,547,0.134044,1
108105,2015-09-21,730,0.12875,1
108105,2015-09-21,1825,0.153255,1
108105,2015-09-22,10,0.170042,1
108105,2015-09-22,14,0.161025,1
108105,2015-09-22,30,0.295597,1
108105,2015-09-22,60,0.23869,1
108105,2015-09-22,91,0.206204,1
108105,2015-09-22,122,0.184962,1
108105,2015-09-22,152,0.171213,1
108105,2015-09-22,182,0.161901,1
108105,2015-09-22,273,0.153839,1
108105,2015-09-22,365,0.15153,1
108105,2015-09-22,547,0.134372,1
108105,2015-09-22,730,0.128934,1
108105,2015-09-22,1825,0.153312,1
108105,2015-09-23,10,0.157479,1
108105,2015-09-23,14,0.145173,1
108105,2015-09-23,30,0.258538,1
108105,2015-09-23,60,0.235763,1
108105,2015-09-23,91,0.205852,1
108105,2015-09-23,122,0.183865,1
108105,2015-09-23,152,0.171157,1
108105,2015-09-23,182,0.160667,1
108105,2015-09-23,273,0.153851,1
108105,2015-09-23,365,0.151435,1
108105,2015-09-23,547,0.134338,1
108105,2015-09-23,730,0.128896,1
108105,2015-09-23,1825,0.153039,1
108105,2015-09-24,10,0.157087,1
108105,2015-09-24,14,0.142571,1
108105,2015-09-24,30,0.253563,1
108105,2015-09-24,60,0.232976,1
108105,2015-09-24,91,0.205867,1
108105,2015-09-24,122,0.182822,1
108105,2015-09-24,152,0.170384,1
108105,2015-09-24,182,0.160697,1
108105,2015-09-24,273,0.153478,1
108105,2015-09-24,365,0.151263,1
108105,2015-09-24,547,0.134242,1
108105,2015-09-24,730,0.128905,1
108105,2015-09-24,1825,0.152988,1
108105,2015-09-25,10,0.129511,1
108105,2015-09-25,14,0.139346,1
108105,2015-09-25,30,0.215647,1
108105,2015-09-25,60,0.232773,1
108105,2015-09-25,91,0.205865,1
108105,2015-09-25,122,0.182125,1
108105,2015-09-25,152,0.16958,1
108105,2015-09-25,182,0.160645,1
108105,2015-09-25,273,0.153418,1
108105,2015-09-25,365,0.15039,1
108105,2015-09-25,547,0.134232,1
108105,2015-09-25,730,0.128889,1
108105,2015-09-25,1825,0.152928,1
108105,2015-09-28,10,0.174359,1
108105,2015-09-28,14,0.186175,1
108105,2015-09-28,30,0.219661,1
108105,2015-09-28,60,0.241976,1
108105,2015-09-28,91,0.208005,1
108105,2015-09-28,122,0.18825,1
108105,2015-09-28,152,0.175362,1
108105,2015-09-28,182,0.163612,1
108105,2015-09-28,273,0.156242,1
108105,2015-09-28,365,0.152358,1
108105,2015-09-28,547,0.135864,1
108105,2015-09-28,730,0.130293,1
108105,2015-09-28,1825,0.153463,1
108105,2015-09-29,10,0.165995,1
108105,2015-09-29,14,0.165479,1
108105,2015-09-29,30,0.214547,1
108105,2015-09-29,60,0.242178,1
108105,2015-09-29,91,0.207911,1
108105,2015-09-29,122,0.187179,1
108105,2015-09-29,152,0.174817,1
108105,2015-09-29,182,0.163237,1
108105,2015-09-29,273,0.156174,1
108105,2015-09-29,365,0.152347,1
108105,2015-09-29,547,0.135715,1
108105,2015-09-29,730,0.130166,1
108105,2015-09-29,1825,0.153455,1
108105,2015-09-30,10,0.205826,1
108105,2015-09-30,14,0.194352,1
108105,2015-09-30,30,0.225746,1
108105,2015-09-30,60,0.24498,1
108105,2015-09-30,91,0.211223,1
108105,2015-09-30,122,0.189264,1
108105,2015-09-30,152,0.176568,1
108105,2015-09-30,182,0.165511,1
108105,2015-09-30,273,0.15736,1
108105,2015-09-30,365,0.153514,1
108105,2015-09-30,547,0.136469,1
108105,2015-09-30,730,0.130758,1
108105,2015-09-30,1825,0.153668,1
108105,2015-10-01,10,0.203153,1
108105,2015-10-01,14,0.196512,1
108105,2015-10-01,30,0.200169,1
108105,2015-10-01,60,0.242255,1
108105,2015-10-01,91,0.211313,1
108105,2015-10-01,122,0.18926,1
108105,2015-10-01,152,0.17578,1
108105,2015-10-01,182,0.165449,1
108105,2015-10-01,273,0.156964,1
108105,2015-10-01,365,0.152952,1
108105,2015-10-01,547,0.136459,1
108105,2015-10-01,730,0.13065,1
108105,2015-10-01,1825,0.153609,1
108105,2015-10-02,10,0.212461,1
108105,2015-10-02,14,0.200068,1
108105,2015-10-02,30,0.196184,1
108105,2015-10-02,60,0.245433,1
108105,2015-10-02,91,0.211853,1
108105,2015-10-02,122,0.191063,1
108105,2015-10-02,152,0.176473,1
108105,2015-10-02,182,0.166101,1
108105,2015-10-02,273,0.157864,1
108105,2015-10-02,365,0.153615,1
108105,2015-10-02,547,0.136945,1
108105,2015-10-02,730,0.131021,1
108105,2015-10-02,1825,0.153672,1
108105,2015-10-05,10,0.268864,1
108105,2015-10-05,14,0.219973,1
108105,2015-10-05,30,0.202326,1
108105,2015-10-05,60,0.255476,1
108105,2015-10-05,91,0.215121,1
108105,2015-10-05,122,0.195581,1
108105,2015-10-05,152,0.179477,1
108105,2015-10-05,182,0.167865,1
108105,2015-10-05,273,0.157871,1
108105,2015-10-05,365,0.154283,1
108105,2015-10-05,547,0.137338,1
108105,2015-10-05,730,0.131506,1
108105,2015-10-05,1825,0.153684,1
108105,2015-10-06,10,0.25048,1
108105,2015-10-06,14,0.209119,1
108105,2015-10-06,30,0.198049,1
108105,2015-10-06,60,0.255513,1
108105,2015-10-06,91,0.214772,1
108105,2015-10-06,122,0.194481,1
108105,2015-10-06,152,0.179421,1
108105,2015-10-06,182,0.16791,1
108105,2015-10-06,273,0.15759,1
108105,2015-10-06,365,0.154318,1
108105,2015-10-06,547,0.137079,1
108105,2015-10-06,730,0.131404,1
108105,2015-10-06,1825,0.153691,1
108105,2015-10-07,10,0.233243,1
108105,2015-10-07,14,0.209896,1
108105,2015-10-07,30,0.194551,1
108105,2015-10-07,60,0.253377,1
108105,2015-10-07,91,0.213006,1
108105,2015-10-07,122,0.1939,1
108105,2015-10-07,152,0.178607,1
108105,2015-10-07,182,0.168271,1
108105,2015-10-07,273,0.157292,1
108105,2015-10-07,365,0.153758,1
108105,2015-10-07,547,0.137197,1
108105,2015-10-07,730,0.131366,1
108105,2015-10-07,1825,0.153708,1
108105,2015-10-08,10,0.130819,1
108105,2015-10-08,14,0.20859,1
108105,2015-10-08,30,0.178705,1
108105,2015-10-08,60,0.251449,1
108105,2015-10-08,91,0.213723,1
108105,2015-10-08,122,0.194275,1
108105,2015-10-08,152,0.178336,1
108105,2015-10-08,182,0.168627,1
108105,2015-10-08,273,0.15627,1
108105,2015-10-08,365,0.153035,1
108105,2015-10-08,547,0.1371,1
108105,2015-10-08,730,0.13119,1
108105,2015-10-08,1825,0.153692,1
108105,2015-10-09,10,0.131854,1
108105,2015-10-09,14,0.207942,1
108105,2015-10-09,30,0.170641,1
108105,2015-10-09,60,0.249265,1
108105,2015-10-09,91,0.212233,1
108105,2015-10-09,122,0.194279,1
108105,2015-10-09,152,0.177502,1
108105,2015-10-09,182,0.168454,1
108105,2015-10-09,273,0.155974,1
108105,2015-10-09,365,0.151582,1
108105,2015-10-09,547,0.135987,1
108105,2015-10-09,730,0.13119,1
108105,2015-10-09,1825,0.153631,1
108105,2015-10-12,10,0.122914,1
108105,2015-10-12,14,0.125713,1
108105,2015-10-12,30,0.174032,1
108105,2015-10-12,60,0.254498,1
108105,2015-10-12,91,0.211003,1
108105,2015-10-12,122,0.195066,1
108105,2015-10-12,152,0.179028,1
108105,2015-10-12,182,0.16836,1
108105,2015-10-12,273,0.155701,1
108105,2015-10-12,365,0.15113,1
108105,2015-10-12,547,0.135753,1
108105,2015-10-12,730,0.130391,1
108105,2015-10-12,1825,0.153717,1
108105,2015-10-13,10,0.134633,1
108105,2015-10-13,14,0.141572,1
108105,2015-10-13,30,0.17209,1
108105,2015-10-13,60,0.254647,1
108105,2015-10-13,91,0.211108,1
108105,2015-10-13,122,0.194215,1
108105,2015-10-13,152,0.178458,1
108105,2015-10-13,182,0.16859,1
108105,2015-10-13,273,0.155873,1
108105,2015-10-13,365,0.150352,1
108105,2015-10-13,547,0.135723,1
108105,2015-10-13,730,0.13036,1
108105,2015-10-13,1825,0.153741,1
108105,2015-10-14,10,0.133479,1
108105,2015-10-14,14,0.13134,1
108105,2015-10-14,30,0.172326,1
108105,2015-10-14,60,0.251684,1
108105,2015-10-14,91,0.211252,1
108105,2015-10-14,122,0.193203,1
108105,2015-10-14,152,0.178563,1
108105,2015-10-14,182,0.16852,1
108105,2015-10-14,273,0.155823,1
108105,2015-10-14,365,0.150429,1
108105,2015-10-14,547,0.135679,1
108105,2015-10-14,730,0.130382,1
108105,2015-10-14,1825,0.153757,1
108105,2015-10-15,10,0.120109,1
108105,2015-10-15,14,0.141629,1
108105,2015-10-15,30,0.174088,1
108105,2015-10-15,60,0.251622,1
108105,2015-10-15,91,0.212804,1
108105,2015-10-15,122,0.194835,1
108105,2015-10-15,152,0.179277,1
108105,2015-10-15,182,0.16987,1
108105,2015-10-15,273,0.156382,1
108105,2015-10-15,365,0.15089,1
108105,2015-10-15,547,0.135941,1
108105,2015-10-15,730,0.130675,1
108105,2015-10-15,1825,0.153829,1
108105,2015-10-16,10,0.114294,1
108105,2015-10-16,14,0.132151,1
108105,2015-10-16,30,0.172475,1
108105,2015-10-16,60,0.251536,1
108105,2015-10-16,91,0.213036,1
108105,2015-10-16,122,0.194742,1
108105,2015-10-16,152,0.178595,1
108105,2015-10-16,182,0.169275,1
108105,2015-10-16,273,0.155712,1
108105,2015-10-16,365,0.150949,1
108105,2015-10-16,547,0.135984,1
108105,2015-10-16,730,0.130365,1
108105,2015-10-16,1825,0.153779,1
108105,2015-10-19,10,0.121891,1
108105,2015-10-19,14,0.107138,1
108105,2015-10-19,30,0.164764,1
108105,2015-10-19,60,0.25151,1
108105,2015-10-19,91,0.213024,1
108105,2015-10-19,122,0.196036,1
108105,2015-10-19,152,0.180225,1
108105,2015-10-19,182,0.168753,1
108105,2015-10-19,273,0.1553,1
108105,2015-10-19,365,0.15043,1
108105,2015-10-19,547,0.135804,1
108105,2015-10-19,730,0.130342,1
108105,2015-10-19,1825,0.15363,1
108105,2015-10-20,10,0.112686,1
108105,2015-10-20,14,0.104298,1
108105,2015-10-20,30,0.161163,1
108105,2015-10-20,60,0.237764,1
108105,2015-10-20,91,0.212909,1
108105,2015-10-20,122,0.194873,1
108105,2015-10-20,152,0.18018,1
108105,2015-10-20,182,0.168752,1
108105,2015-10-20,273,0.155299,1
108105,2015-10-20,365,0.15018,1
108105,2015-10-20,547,0.13578,1
108105,2015-10-20,730,0.130218,1
108105,2015-10-20,1825,0.153631,1
108105,2015-10-21,10,0.111408,1
108105,2015-10-21,14,0.107097,1
108105,2015-10-21,30,0.162754,1
108105,2015-10-21,60,0.235398,1
108105,2015-10-21,91,0.21313,1
108105,2015-10-21,122,0.193943,1
108105,2015-10-21,152,0.180353,1
108105,2015-10-21,182,0.168763,1
108105,2015-10-21,273,0.155349,1
108105,2015-10-21,365,0.149068,1
108105,2015-10-21,547,0.135833,1
108105,2015-10-21,730,0.13029,1
108105,2015-10-21,1825,0.153654,1
108105,2015-10-22,10,0.144314,1
108105,2015-10-22,14,0.127523,1
108105,2015-10-22,30,0.163193,1
108105,2015-10-22,60,0.235749,1
108105,2015-10-22,91,0.215592,1
108105,2015-10-22,122,0.195802,1
108105,2015-10-22,152,0.181392,1
108105,2015-10-22,182,0.170382,1
108105,2015-10-22,273,0.155531,1
108105,2015-10-22,365,0.149769,1
108105,2015-10-22,547,0.136467,1
108105,2015-10-22,730,0.130737,1
108105,2015-10-22,1825,0.153761,1
108105,2015-10-23,10,0.138849,1
108105,2015-10-23,14,0.134982,1
108105,2015-10-23,30,0.164779,1
108105,2015-10-23,60,0.213665,1
108105,2015-10-23,91,0.215716,1
108105,2015-10-23,122,0.19676,1
108105,2015-10-23,152,0.181365,1
108105,2015-10-23,182,0.171077,1
108105,2015-10-23,273,0.155914,1
108105,2015-10-23,365,0.149673,1
108105,2015-10-23,547,0.136742,1
108105,2015-10-23,730,0.130905,1
108105,2015-10-23,1825,0.153772,1
108105,2015-10-26,10,0.137445,1
108105,2015-10-26,14,0.137023,1
108105,2015-10-26,30,0.167706,1
108105,2015-10-26,60,0.186805,1
108105,2015-10-26,91,0.215439,1
108105,2015-10-26,122,0.198689,1
108105,2015-10-26,152,0.180993,1
108105,2015-10-26,182,0.171001,1
108105,2015-10-26,273,0.155904,1
108105,2015-10-26,365,0.149533,1
108105,2015-10-26,547,0.136582,1
108105,2015-10-26,730,0.130997,1
108105,2015-10-26,1825,0.15389,1
108105,2015-10-27,10,0.129967,1
108105,2015-10-27,14,0.130238,1
108105,2015-10-27,30,0.164873,1
108105,2015-10-27,60,0.187012,1
108105,2015-10-27,91,0.214064,1
108105,2015-10-27,122,0.197546,1
108105,2015-10-27,152,0.181022,1
108105,2015-10-27,182,0.170985,1
108105,2015-10-27,273,0.155147,1
108105,2015-10-27,365,0.149549,1
108105,2015-10-27,547,0.13658,1
108105,2015-10-27,730,0.130883,1
108105,2015-10-27,1825,0.153895,1
108105,2015-10-28,10,0.131577,1
108105,2015-10-28,14,0.128953,1
108105,2015-10-28,30,0.131071,1
108105,2015-10-28,60,0.186617,1
108105,2015-10-28,91,0.214874,1
108105,2015-10-28,122,0.197446,1
108105,2015-10-28,152,0.181712,1
108105,2015-10-28,182,0.171733,1
108105,2015-10-28,273,0.154914,1
108105,2015-10-28,365,0.149542,1
108105,2015-10-28,547,0.136853,1
108105,2015-10-28,730,0.131131,1
108105,2015-10-28,1825,0.153978,1
108105,2015-10-29,10,0.132268,1
108105,2015-10-29,14,0.117926,1
108105,2015-10-29,30,0.131738,1
108105,2015-10-29,60,0.184424,1
108105,2015-10-29,91,0.214875,1
108105,2015-10-29,122,0.194063,1
108105,2015-10-29,152,0.180853,1
108105,2015-10-29,182,0.171133,1
108105,2015-10-29,273,0.154544,1
108105,2015-10-29,365,0.149535,1
108105,2015-10-29,547,0.136837,1
108105,2015-10-29,730,0.13108,1
108105,2015-10-29,1825,0.153917,1
108105,2015-10-30,10,0.137965,1
108105,2015-10-30,14,0.12411,1
108105,2015-10-30,30,0.125375,1
108105,2015-10-30,60,0.183506,1
108105,2015-10-30,91,0.215035,1
108105,2015-10-30,122,0.194202,1
108105,2015-10-30,152,0.180152,1
108105,2015-10-30,182,0.170569,1
108105,2015-10-30,273,0.153891,1
108105,2015-10-30,365,0.149497,1
108105,2015-10-30,547,0.136899,1
108105,2015-10-30,730,0.131078,1
108105,2015-10-30,1825,0.153874,1
108105,2015-11-02,10,0.11872,1
108105,2015-11-02,14,0.132202,1
108105,2015-11-02,30,0.126095,1
108105,2015-11-02,60,0.167373,1
108105,2015-11-02,91,0.216275,1
108105,2015-11-02,122,0.196045,1
108105,2015-11-02,152,0.182722,1
108105,2015-11-02,182,0.171342,1
108105,2015-11-02,273,0.153778,1
108105,2015-11-02,365,0.149508,1
108105,2015-11-02,547,0.137216,1
108105,2015-11-02,730,0.131414,1
108105,2015-11-02,1825,0.154039,1
108105,2015-11-03,10,0.108405,1
108105,2015-11-03,14,0.129577,1
108105,2015-11-03,30,0.123091,1
108105,2015-11-03,60,0.161509,1
108105,2015-11-03,91,0.216289,1
108105,2015-11-03,122,0.194938,1
108105,2015-11-03,152,0.182276,1
108105,2015-11-03,182,0.170552,1
108105,2015-11-03,273,0.152935,1
108105,2015-11-03,365,0.14953,1
108105,2015-11-03,547,0.137224,1
108105,2015-11-03,730,0.131294,1
108105,2015-11-03,1825,0.153816,1
108105,2015-11-04,10,0.105714,1
108105,2015-11-04,14,0.125233,1
108105,2015-11-04,30,0.1138,1
108105,2015-11-04,60,0.160166,1
108105,2015-11-04,91,0.216325,1
108105,2015-11-04,122,0.193906,1
108105,2015-11-04,152,0.182347,1
108105,2015-11-04,182,0.170509,1
108105,2015-11-04,273,0.152914,1
108105,2015-11-04,365,0.149546,1
108105,2015-11-04,547,0.137049,1
108105,2015-11-04,730,0.131303,1
108105,2015-11-04,1825,0.153818,1
108105,2015-11-05,10,0.104859,1
108105,2015-11-05,14,0.105965,1
108105,2015-11-05,30,0.112499,1
108105,2015-11-05,60,0.158446,1
108105,2015-11-05,91,0.215768,1
108105,2015-11-05,122,0.193796,1
108105,2015-11-05,152,0.181494,1
108105,2015-11-05,182,0.170437,1
108105,2015-11-05,273,0.152474,1
108105,2015-11-05,365,0.149449,1
108105,2015-11-05,547,0.136986,1
108105,2015-11-05,730,0.131289,1
108105,2015-11-05,1825,0.153759,1
108105,2015-11-06,10,0.102314,1
108105,2015-11-06,14,0.094612,1
108105,2015-11-06,30,0.111296,1
108105,2015-11-06,60,0.1567,1
108105,2015-11-06,91,0.215685,1
108105,2015-11-06,122,0.193532,1
108105,2015-11-06,152,0.180645,1
108105,2015-11-06,182,0.169384,1
108105,2015-11-06,273,0.152421,1
108105,2015-11-06,365,0.149405,1
108105,2015-11-06,547,0.13698,1
108105,2015-11-06,730,0.13126,1
108105,2015-11-06,1825,0.153698,1
108105,2015-11-09,10,0.114074,1
108105,2015-11-09,14,0.109148,1
108105,2015-11-09,30,0.118892,1
108105,2015-11-09,60,0.1474,1
108105,2015-11-09,91,0.21508,1
108105,2015-11-09,122,0.193206,1
108105,2015-11-09,152,0.181766,1
108105,2015-11-09,182,0.1698,1
108105,2015-11-09,273,0.152772,1
108105,2015-11-09,365,0.14974,1
108105,2015-11-09,547,0.137227,1
108105,2015-11-09,730,0.130912,1
108105,2015-11-09,1825,0.153828,1
108105,2015-11-10,10,0.104561,1
108105,2015-11-10,14,0.108011,1
108105,2015-11-10,30,0.116027,1
108105,2015-11-10,60,0.147209,1
108105,2015-11-10,91,0.214264,1
108105,2015-11-10,122,0.192084,1
108105,2015-11-10,152,0.181761,1
108105,2015-11-10,182,0.169767,1
108105,2015-11-10,273,0.152294,1
108105,2015-11-10,365,0.149716,1
108105,2015-11-10,547,0.137017,1
108105,2015-11-10,730,0.130785,1
108105,2015-11-10,1825,0.153814,1
108105,2015-11-11,10,0.098663,1
108105,2015-11-11,14,0.08995,1
108105,2015-11-11,30,0.117122,1
108105,2015-11-11,60,0.145882,1
108105,2015-11-11,91,0.214349,1
108105,2015-11-11,122,0.191044,1
108105,2015-11-11,152,0.18151,1
108105,2015-11-11,182,0.169825,1
108105,2015-11-11,273,0.15234,1
108105,2015-11-11,365,0.149751,1
108105,2015-11-11,547,0.137046,1
108105,2015-11-11,730,0.130809,1
108105,2015-11-11,1825,0.153724,1
108105,2015-11-12,10,0.091424,1
108105,2015-11-12,14,0.11207,1
108105,2015-11-12,30,0.125421,1
108105,2015-11-12,60,0.148814,1
108105,2015-11-12,91,0.216135,1
108105,2015-11-12,122,0.191578,1
108105,2015-11-12,152,0.181925,1
108105,2015-11-12,182,0.170262,1
108105,2015-11-12,273,0.152795,1
108105,2015-11-12,365,0.150417,1
108105,2015-11-12,547,0.137485,1
108105,2015-11-12,730,0.131191,1
108105,2015-11-12,1825,0.153801,1
108105,2015-11-13,10,0.090868,1
108105,2015-11-13,14,0.12079,1
108105,2015-11-13,30,0.130814,1
108105,2015-11-13,60,0.151214,1
108105,2015-11-13,91,0.217054,1
108105,2015-11-13,122,0.192304,1
108105,2015-11-13,152,0.181859,1
