secid,date,rate,expiration
108105,2012-01-03,0,2012-01-06
108105,2012-01-03,1.887578,2012-01-21
108105,2012-01-03,2.201331,2012-02-18
108105,2012-01-03,2.326417,2012-03-17
108105,2012-01-03,2.230282,2012-03-30
108105,2012-01-03,2.185321,2012-04-21
108105,2012-01-03,2.311416,2012-06-16
108105,2012-01-03,2.277557,2012-06-29
108105,2012-01-03,2.255281,2012-09-22
108105,2012-01-03,2.250626,2012-09-28
108105,2012-01-03,2.319218,2012-12-22
108105,2012-01-03,2.302394,2012-12-31
108105,2012-01-03,2.308134,2013-06-22
108105,2012-01-03,2.3117,2013-12-21
108105,2012-01-03,2.384424,2014-12-20
108105,2012-01-04,0,2012-01-06
108105,2012-01-04,1.296056,2012-01-21
108105,2012-01-04,2.284461,2012-02-18
108105,2012-01-04,2.513265,2012-03-17
108105,2012-01-04,2.461969,2012-03-30
108105,2012-01-04,2.25928,2012-04-21
108105,2012-01-04,2.428015,2012-06-16
108105,2012-01-04,2.420188,2012-06-29
108105,2012-01-04,2.371159,2012-09-22
108105,2012-01-04,2.432438,2012-09-28
108105,2012-01-04,2.388922,2012-12-22
108105,2012-01-04,2.385505,2012-12-31
108105,2012-01-04,2.331192,2013-06-22
108105,2012-01-04,2.3949,2013-12-21
108105,2012-01-04,2.405558,2014-12-20
108105,2012-01-05,0,2012-01-06
108105,2012-01-05,2.14924,2012-01-13
108105,2012-01-05,1.524249,2012-01-21
108105,2012-01-05,2.663918,2012-02-18
108105,2012-01-05,2.771722,2012-03-17
108105,2012-01-05,2.486683,2012-03-30
108105,2012-01-05,2.382928,2012-04-21
108105,2012-01-05,2.485067,2012-06-16
108105,2012-01-05,2.532984,2012-06-29
108105,2012-01-05,2.41599,2012-09-22
108105,2012-01-05,2.459797,2012-09-28
108105,2012-01-05,2.435371,2012-12-22
108105,2012-01-05,2.438159,2012-12-31
108105,2012-01-05,2.398164,2013-06-22
108105,2012-01-05,2.415329,2013-12-21
108105,2012-01-05,2.404694,2014-12-20
108105,2012-01-06,0,2012-01-06
108105,2012-01-06,2.835045,2012-01-13
108105,2012-01-06,1.303204,2012-01-21
108105,2012-01-06,1.931222,2012-02-18
108105,2012-01-06,2.297848,2012-03-17
108105,2012-01-06,2.240828,2012-03-30
108105,2012-01-06,2.090726,2012-04-21
108105,2012-01-06,2.271915,2012-06-16
108105,2012-01-06,2.243624,2012-06-29
108105,2012-01-06,2.296964,2012-09-22
108105,2012-01-06,2.316094,2012-09-28
108105,2012-01-06,2.301395,2012-12-22
108105,2012-01-06,2.294761,2012-12-31
108105,2012-01-06,2.329274,2013-06-22
108105,2012-01-06,2.355647,2013-12-21
108105,2012-01-06,2.411964,2014-12-20
108105,2012-01-09,0,2012-01-13
108105,2012-01-09,0.900657,2012-01-21
108105,2012-01-09,2.598174,2012-02-18
108105,2012-01-09,2.552292,2012-03-17
108105,2012-01-09,2.473605,2012-03-30
108105,2012-01-09,2.339796,2012-04-21
108105,2012-01-09,2.446778,2012-06-16
108105,2012-01-09,2.383409,2012-06-29
108105,2012-01-09,2.371572,2012-09-22
108105,2012-01-09,2.371334,2012-09-28
108105,2012-01-09,2.37594,2012-12-22
108105,2012-01-09,2.381766,2012-12-31
108105,2012-01-09,2.370138,2013-06-22
108105,2012-01-09,2.368232,2013-12-21
108105,2012-01-09,2.352841,2014-12-20
108105,2012-01-10,0,2012-01-13
108105,2012-01-10,2.960381,2012-01-21
108105,2012-01-10,2.825595,2012-02-18
108105,2012-01-10,2.683865,2012-03-17
108105,2012-01-10,2.634873,2012-03-30
108105,2012-01-10,2.434993,2012-04-21
108105,2012-01-10,2.49939,2012-06-16
108105,2012-01-10,2.492067,2012-06-29
108105,2012-01-10,2.445069,2012-09-22
108105,2012-01-10,2.342551,2012-09-28
108105,2012-01-10,2.376981,2012-12-22
108105,2012-01-10,2.44559,2012-12-31
108105,2012-01-10,2.347118,2013-06-22
108105,2012-01-10,2.363406,2013-12-21
108105,2012-01-10,2.329167,2014-12-20
108105,2012-01-11,0,2012-01-13
108105,2012-01-11,1.574586,2012-01-21
108105,2012-01-11,2.161113,2012-02-18
108105,2012-01-11,2.265872,2012-03-17
108105,2012-01-11,2.164866,2012-03-30
108105,2012-01-11,2.035364,2012-04-21
108105,2012-01-11,2.270455,2012-06-16
108105,2012-01-11,2.270257,2012-06-29
108105,2012-01-11,2.290434,2012-09-22
108105,2012-01-11,2.290675,2012-09-28
108105,2012-01-11,2.298358,2012-12-22
108105,2012-01-11,2.30857,2012-12-31
108105,2012-01-11,2.377643,2013-06-22
108105,2012-01-11,2.372921,2013-12-21
108105,2012-01-11,2.365159,2014-12-20
108105,2012-01-12,0,2012-01-13
108105,2012-01-12,0.926754,2012-01-21
108105,2012-01-12,2.040473,2012-02-18
108105,2012-01-12,2.464969,2012-03-17
108105,2012-01-12,2.342817,2012-03-30
108105,2012-01-12,2.2358,2012-04-21
108105,2012-01-12,2.362108,2012-06-16
108105,2012-01-12,2.36329,2012-06-29
108105,2012-01-12,2.379164,2012-09-22
108105,2012-01-12,2.356905,2012-09-28
108105,2012-01-12,2.357726,2012-12-22
108105,2012-01-12,2.375085,2012-12-31
108105,2012-01-12,2.386776,2013-06-22
108105,2012-01-12,2.386071,2013-12-21
108105,2012-01-12,2.359821,2014-12-20
108105,2012-01-13,0,2012-01-13
108105,2012-01-13,4.748886,2012-01-21
108105,2012-01-13,2.924283,2012-02-18
108105,2012-01-13,2.955339,2012-03-17
108105,2012-01-13,2.608025,2012-03-30
108105,2012-01-13,2.484502,2012-04-21
108105,2012-01-13,2.581908,2012-06-16
108105,2012-01-13,2.536951,2012-06-29
108105,2012-01-13,2.43407,2012-09-22
108105,2012-01-13,2.457006,2012-09-28
108105,2012-01-13,2.453672,2012-12-22
108105,2012-01-13,2.42867,2012-12-31
108105,2012-01-13,2.4488,2013-06-22
108105,2012-01-13,2.423183,2013-12-21
108105,2012-01-13,2.385656,2014-12-20
108105,2012-01-17,0,2012-01-21
108105,2012-01-17,2.967478,2012-02-18
108105,2012-01-17,2.824674,2012-03-17
108105,2012-01-17,2.623599,2012-03-30
108105,2012-01-17,2.420855,2012-04-21
108105,2012-01-17,2.476246,2012-06-16
108105,2012-01-17,2.480948,2012-06-29
108105,2012-01-17,2.398208,2012-09-22
108105,2012-01-17,2.410653,2012-09-28
108105,2012-01-17,2.426204,2012-12-22
108105,2012-01-17,2.394845,2012-12-31
108105,2012-01-17,2.396126,2013-06-22
108105,2012-01-17,2.400426,2013-12-21
108105,2012-01-17,2.36286,2014-12-20
108105,2012-01-18,0,2012-01-21
108105,2012-01-18,2.953631,2012-02-18
108105,2012-01-18,2.882671,2012-03-17
108105,2012-01-18,2.554982,2012-03-30
108105,2012-01-18,2.457109,2012-04-21
108105,2012-01-18,2.584509,2012-06-16
108105,2012-01-18,2.485803,2012-06-29
108105,2012-01-18,2.429524,2012-09-22
108105,2012-01-18,2.405472,2012-09-28
108105,2012-01-18,2.395092,2012-12-22
108105,2012-01-18,2.407176,2012-12-31
108105,2012-01-18,2.386898,2013-06-22
108105,2012-01-18,2.380949,2013-12-21
108105,2012-01-18,2.3798,2014-12-20
108105,2012-01-19,0,2012-01-21
108105,2012-01-19,0.906178,2012-01-27
108105,2012-01-19,2.984236,2012-02-18
108105,2012-01-19,2.891244,2012-03-17
108105,2012-01-19,2.668175,2012-03-30
108105,2012-01-19,2.526285,2012-04-21
108105,2012-01-19,2.54097,2012-06-16
108105,2012-01-19,2.483684,2012-06-29
108105,2012-01-19,2.411827,2012-09-22
108105,2012-01-19,2.412581,2012-09-28
108105,2012-01-19,2.398571,2012-12-22
108105,2012-01-19,2.348066,2012-12-31
108105,2012-01-19,2.357837,2013-06-22
108105,2012-01-19,2.351485,2013-12-21
108105,2012-01-19,2.326491,2014-12-20
108105,2012-01-20,2.573403,2012-01-27
108105,2012-01-20,2.699638,2012-02-18
108105,2012-01-20,2.993616,2012-03-17
108105,2012-01-20,2.680361,2012-03-30
108105,2012-01-20,2.449265,2012-04-21
108105,2012-01-20,2.535724,2012-06-16
108105,2012-01-20,2.469632,2012-06-29
108105,2012-01-20,2.410267,2012-09-22
108105,2012-01-20,2.389082,2012-09-28
108105,2012-01-20,2.433474,2012-12-22
108105,2012-01-20,2.420145,2012-12-31
108105,2012-01-20,2.411257,2013-06-22
108105,2012-01-20,2.391129,2013-12-21
108105,2012-01-20,2.349658,2014-12-20
108105,2012-01-23,0,2012-01-27
108105,2012-01-23,2.250551,2012-02-18
108105,2012-01-23,2.221684,2012-03-17
108105,2012-01-23,2.138485,2012-03-30
108105,2012-01-23,2.100546,2012-04-21
108105,2012-01-23,2.292283,2012-05-19
108105,2012-01-23,2.341551,2012-06-16
108105,2012-01-23,2.303533,2012-06-29
108105,2012-01-23,2.312519,2012-09-22
108105,2012-01-23,2.360147,2012-09-28
108105,2012-01-23,2.371262,2012-12-22
108105,2012-01-23,2.365127,2012-12-31
108105,2012-01-23,2.290417,2013-06-22
108105,2012-01-23,2.336498,2013-12-21
108105,2012-01-23,2.328748,2014-12-20
108105,2012-01-24,0,2012-01-27
108105,2012-01-24,3.533421,2012-02-18
108105,2012-01-24,3.109498,2012-03-17
108105,2012-01-24,2.80637,2012-03-30
108105,2012-01-24,2.532299,2012-04-21
108105,2012-01-24,2.604201,2012-05-19
108105,2012-01-24,2.549271,2012-06-16
108105,2012-01-24,2.470071,2012-06-29
108105,2012-01-24,2.382815,2012-09-22
108105,2012-01-24,2.344916,2012-09-28
108105,2012-01-24,2.386886,2012-12-22
108105,2012-01-24,2.392765,2012-12-31
108105,2012-01-24,2.361416,2013-06-22
108105,2012-01-24,2.382322,2013-12-21
108105,2012-01-24,2.403294,2014-12-20
108105,2012-01-25,0,2012-01-27
108105,2012-01-25,1.989407,2012-02-18
108105,2012-01-25,2.095177,2012-03-17
108105,2012-01-25,1.952778,2012-03-30
108105,2012-01-25,1.954236,2012-04-21
108105,2012-01-25,2.197034,2012-05-19
108105,2012-01-25,2.31907,2012-06-16
108105,2012-01-25,2.150646,2012-06-29
108105,2012-01-25,2.285191,2012-09-22
108105,2012-01-25,2.288277,2012-09-28
108105,2012-01-25,2.287944,2012-12-22
108105,2012-01-25,2.3038,2012-12-31
108105,2012-01-25,2.275075,2013-06-22
108105,2012-01-25,2.341121,2013-12-21
108105,2012-01-25,2.309705,2014-12-20
108105,2012-01-26,0,2012-01-27
108105,2012-01-26,4.584343,2012-02-03
108105,2012-01-26,3.886388,2012-02-18
108105,2012-01-26,3.097489,2012-03-17
108105,2012-01-26,2.729743,2012-03-30
108105,2012-01-26,2.549337,2012-04-21
108105,2012-01-26,2.65653,2012-05-19
108105,2012-01-26,2.581238,2012-06-16
108105,2012-01-26,2.494211,2012-06-29
108105,2012-01-26,2.459668,2012-09-22
108105,2012-01-26,2.412353,2012-09-28
108105,2012-01-26,2.459635,2012-12-22
108105,2012-01-26,2.439399,2012-12-31
108105,2012-01-26,2.377855,2013-06-22
108105,2012-01-26,2.360058,2013-12-21
108105,2012-01-26,2.345038,2014-12-20
108105,2012-01-27,0,2012-01-27
108105,2012-01-27,0,2012-02-03
108105,2012-01-27,0.428118,2012-02-18
108105,2012-01-27,1.538189,2012-03-17
108105,2012-01-27,1.443597,2012-03-30
108105,2012-01-27,1.48846,2012-04-21
108105,2012-01-27,1.898939,2012-05-19
108105,2012-01-27,1.933162,2012-06-16
108105,2012-01-27,1.919089,2012-06-29
108105,2012-01-27,2.033753,2012-09-22
108105,2012-01-27,2.06091,2012-09-28
108105,2012-01-27,2.145458,2012-12-22
108105,2012-01-27,2.153067,2012-12-31
108105,2012-01-27,2.244717,2013-06-22
108105,2012-01-27,2.24458,2013-12-21
108105,2012-01-27,2.298319,2014-12-20
108105,2012-01-30,0,2012-02-03
108105,2012-01-30,5.180042,2012-02-18
108105,2012-01-30,3.688293,2012-03-17
108105,2012-01-30,3.209349,2012-03-30
108105,2012-01-30,2.758401,2012-04-21
108105,2012-01-30,2.897331,2012-05-19
108105,2012-01-30,2.772877,2012-06-16
108105,2012-01-30,2.652632,2012-06-29
108105,2012-01-30,2.516682,2012-09-22
108105,2012-01-30,2.507464,2012-09-28
108105,2012-01-30,2.47622,2012-12-22
108105,2012-01-30,2.482746,2012-12-31
108105,2012-01-30,2.414063,2013-06-22
108105,2012-01-30,2.422926,2013-12-21
108105,2012-01-30,2.385871,2014-12-20
108105,2012-01-31,0,2012-02-03
108105,2012-01-31,2.561171,2012-02-18
108105,2012-01-31,2.632024,2012-03-17
108105,2012-01-31,2.521657,2012-03-30
108105,2012-01-31,2.152002,2012-04-21
108105,2012-01-31,2.429983,2012-05-19
108105,2012-01-31,2.448332,2012-06-16
108105,2012-01-31,2.262759,2012-06-29
108105,2012-01-31,2.349737,2012-09-22
108105,2012-01-31,2.330119,2012-09-28
108105,2012-01-31,2.377516,2012-12-22
108105,2012-01-31,2.375654,2012-12-31
108105,2012-01-31,2.35268,2013-06-22
108105,2012-01-31,2.355906,2013-12-21
108105,2012-01-31,2.365034,2014-12-20
108105,2012-02-01,0,2012-02-03
108105,2012-02-01,4.755096,2012-02-18
108105,2012-02-01,3.017236,2012-03-17
108105,2012-02-01,2.674024,2012-03-30
108105,2012-02-01,2.427538,2012-04-21
108105,2012-02-01,2.571133,2012-05-19
108105,2012-02-01,2.433882,2012-06-16
108105,2012-02-01,2.334306,2012-06-29
108105,2012-02-01,2.279172,2012-09-22
108105,2012-02-01,2.286466,2012-09-28
108105,2012-02-01,2.32424,2012-12-22
108105,2012-02-01,2.261032,2012-12-31
108105,2012-02-01,2.361889,2013-06-22
108105,2012-02-01,2.347279,2013-12-21
108105,2012-02-01,2.318513,2014-12-20
108105,2012-02-02,0,2012-02-03
108105,2012-02-02,1.83836,2012-02-10
108105,2012-02-02,3.09421,2012-02-18
108105,2012-02-02,2.456489,2012-03-17
108105,2012-02-02,2.205537,2012-03-30
108105,2012-02-02,2.046529,2012-04-21
108105,2012-02-02,2.2475,2012-05-19
108105,2012-02-02,2.235784,2012-06-16
108105,2012-02-02,2.22126,2012-06-29
108105,2012-02-02,2.245572,2012-09-22
108105,2012-02-02,2.25333,2012-09-28
108105,2012-02-02,2.324588,2012-12-22
108105,2012-02-02,2.306191,2012-12-31
108105,2012-02-02,2.293649,2013-06-22
108105,2012-02-02,2.301439,2013-12-21
108105,2012-02-02,2.305786,2014-12-20
108105,2012-02-03,0,2012-02-03
108105,2012-02-03,1.569202,2012-02-10
108105,2012-02-03,4.453148,2012-02-18
108105,2012-02-03,3.332662,2012-03-17
108105,2012-02-03,2.87146,2012-03-30
108105,2012-02-03,2.527061,2012-04-21
108105,2012-02-03,2.621847,2012-05-19
108105,2012-02-03,2.655133,2012-06-16
108105,2012-02-03,2.525657,2012-06-29
108105,2012-02-03,2.388466,2012-09-22
108105,2012-02-03,2.47144,2012-09-28
108105,2012-02-03,2.430921,2012-12-22
108105,2012-02-03,2.396806,2012-12-31
108105,2012-02-03,2.306967,2013-06-22
108105,2012-02-03,2.369158,2013-12-21
108105,2012-02-03,2.380976,2014-12-20
108105,2012-02-06,0,2012-02-10
108105,2012-02-06,7.103072,2012-02-18
108105,2012-02-06,3.819889,2012-03-17
108105,2012-02-06,3.221199,2012-03-30
108105,2012-02-06,2.721538,2012-04-21
108105,2012-02-06,2.869611,2012-05-19
108105,2012-02-06,2.748406,2012-06-16
108105,2012-02-06,2.641962,2012-06-29
108105,2012-02-06,2.445044,2012-09-22
108105,2012-02-06,2.478921,2012-09-28
108105,2012-02-06,2.394824,2012-12-22
108105,2012-02-06,2.510696,2012-12-31
108105,2012-02-06,2.371312,2013-06-22
108105,2012-02-06,2.37402,2013-12-21
108105,2012-02-06,2.361541,2014-12-20
108105,2012-02-07,0,2012-02-10
108105,2012-02-07,2.891318,2012-02-18
108105,2012-02-07,2.379158,2012-03-17
108105,2012-02-07,2.14473,2012-03-30
108105,2012-02-07,2.037368,2012-04-21
108105,2012-02-07,2.254508,2012-05-19
108105,2012-02-07,2.127009,2012-06-16
108105,2012-02-07,2.27572,2012-06-29
108105,2012-02-07,2.237524,2012-09-22
108105,2012-02-07,2.194199,2012-09-28
108105,2012-02-07,2.280363,2012-12-22
108105,2012-02-07,2.249749,2012-12-31
108105,2012-02-07,2.262927,2013-06-22
108105,2012-02-07,2.278172,2013-12-21
108105,2012-02-07,2.313158,2014-12-20
108105,2012-02-08,0,2012-02-10
108105,2012-02-08,5.060333,2012-02-18
108105,2012-02-08,3.199282,2012-03-17
108105,2012-02-08,2.636903,2012-03-30
108105,2012-02-08,2.396491,2012-04-21
108105,2012-02-08,2.425833,2012-05-19
108105,2012-02-08,2.393474,2012-06-16
108105,2012-02-08,2.400258,2012-06-29
108105,2012-02-08,2.304346,2012-09-22
108105,2012-02-08,2.350971,2012-09-28
108105,2012-02-08,2.309703,2012-12-22
108105,2012-02-08,2.380973,2012-12-31
108105,2012-02-08,2.28943,2013-06-22
108105,2012-02-08,2.322266,2013-12-21
108105,2012-02-08,2.333502,2014-12-20
108105,2012-02-09,0,2012-02-10
108105,2012-02-09,3.812293,2012-02-18
108105,2012-02-09,2.558459,2012-03-17
108105,2012-02-09,2.05325,2012-03-30
108105,2012-02-09,1.99939,2012-04-21
108105,2012-02-09,2.333509,2012-05-19
108105,2012-02-09,2.290058,2012-06-16
108105,2012-02-09,2.213889,2012-06-29
108105,2012-02-09,2.179398,2012-09-22
108105,2012-02-09,2.215122,2012-09-28
108105,2012-02-09,2.275791,2012-12-22
108105,2012-02-09,2.229946,2012-12-31
108105,2012-02-09,2.212941,2013-06-22
108105,2012-02-09,2.282346,2013-12-21
108105,2012-02-09,2.300614,2014-12-20
108105,2012-02-10,0,2012-02-10
108105,2012-02-10,12.715097,2012-02-18
108105,2012-02-10,4.352009,2012-03-17
108105,2012-02-10,3.460943,2012-03-30
108105,2012-02-10,2.9984,2012-04-21
108105,2012-02-10,2.831665,2012-05-19
108105,2012-02-10,2.718294,2012-06-16
108105,2012-02-10,2.6145,2012-06-29
108105,2012-02-10,2.466112,2012-09-22
108105,2012-02-10,2.444439,2012-09-28
108105,2012-02-10,2.444012,2012-12-22
108105,2012-02-10,2.422724,2012-12-31
108105,2012-02-10,2.405602,2013-06-22
108105,2012-02-10,2.409405,2013-12-21
108105,2012-02-10,2.412707,2014-12-20
108105,2012-02-13,8.838774,2012-02-18
108105,2012-02-13,2.966584,2012-03-17
108105,2012-02-13,2.552463,2012-03-30
108105,2012-02-13,2.454417,2012-04-21
108105,2012-02-13,2.628117,2012-05-19
108105,2012-02-13,2.491011,2012-06-16
108105,2012-02-13,2.297922,2012-06-29
108105,2012-02-13,2.233321,2012-09-22
108105,2012-02-13,2.379089,2012-09-28
108105,2012-02-13,2.352741,2012-12-22
108105,2012-02-13,2.290714,2012-12-31
108105,2012-02-13,2.291521,2013-06-22
108105,2012-02-13,2.295834,2013-12-21
108105,2012-02-13,2.287649,2014-12-20
108105,2012-02-14,0,2012-02-18
108105,2012-02-14,3.758951,2012-03-17
108105,2012-02-14,2.92111,2012-03-30
108105,2012-02-14,2.60337,2012-04-21
108105,2012-02-14,2.699499,2012-05-19
108105,2012-02-14,2.539622,2012-06-16
108105,2012-02-14,2.499734,2012-06-29
108105,2012-02-14,2.437262,2012-09-22
108105,2012-02-14,2.496968,2012-09-28
108105,2012-02-14,2.395698,2012-12-22
108105,2012-02-14,2.380689,2012-12-31
108105,2012-02-14,2.342195,2013-06-22
108105,2012-02-14,2.342872,2013-12-21
108105,2012-02-14,2.378986,2014-12-20
108105,2012-02-15,0,2012-02-18
108105,2012-02-15,2.909285,2012-03-17
108105,2012-02-15,2.170216,2012-03-30
108105,2012-02-15,2.208241,2012-04-21
108105,2012-02-15,2.345201,2012-05-19
108105,2012-02-15,2.246643,2012-06-16
108105,2012-02-15,2.143207,2012-06-29
108105,2012-02-15,2.168742,2012-09-22
108105,2012-02-15,2.195383,2012-09-28
108105,2012-02-15,2.261222,2012-12-22
108105,2012-02-15,2.203416,2012-12-31
108105,2012-02-15,2.328001,2013-06-22
108105,2012-02-15,2.316572,2013-12-21
108105,2012-02-15,2.343952,2014-12-20
108105,2012-02-16,0,2012-02-18
108105,2012-02-16,1.099127,2012-02-24
108105,2012-02-16,2.282064,2012-03-17
108105,2012-02-16,2.011338,2012-03-30
108105,2012-02-16,1.933525,2012-04-21
108105,2012-02-16,2.146619,2012-05-19
108105,2012-02-16,2.182599,2012-06-16
108105,2012-02-16,2.0981,2012-06-29
108105,2012-02-16,2.151591,2012-09-22
108105,2012-02-16,2.211607,2012-09-28
108105,2012-02-16,2.245374,2012-12-22
108105,2012-02-16,2.23297,2012-12-31
108105,2012-02-16,2.249315,2013-06-22
108105,2012-02-16,2.268434,2013-12-21
108105,2012-02-16,2.285151,2014-12-20
108105,2012-02-17,0.890207,2012-02-24
108105,2012-02-17,2.224915,2012-03-17
108105,2012-02-17,1.770908,2012-03-30
108105,2012-02-17,1.836259,2012-04-21
108105,2012-02-17,2.073053,2012-05-19
108105,2012-02-17,2.111128,2012-06-16
108105,2012-02-17,2.116848,2012-06-29
108105,2012-02-17,2.18571,2012-09-22
108105,2012-02-17,2.193699,2012-09-28
108105,2012-02-17,2.237623,2012-12-22
108105,2012-02-17,2.23151,2012-12-31
108105,2012-02-17,2.233932,2013-06-22
108105,2012-02-17,2.253168,2013-12-21
108105,2012-02-17,2.284397,2014-12-20
108105,2012-02-21,0,2012-02-24
108105,2012-02-21,3.388878,2012-03-17
108105,2012-02-21,2.587518,2012-03-30
108105,2012-02-21,2.310138,2012-04-21
108105,2012-02-21,2.473596,2012-05-19
108105,2012-02-21,2.40219,2012-06-16
108105,2012-02-21,2.376748,2012-06-29
108105,2012-02-21,2.298931,2012-09-22
108105,2012-02-21,2.318622,2012-09-28
108105,2012-02-21,2.321558,2012-12-22
108105,2012-02-21,2.291568,2012-12-31
108105,2012-02-21,2.31142,2013-06-22
108105,2012-02-21,2.343183,2013-12-21
108105,2012-02-21,2.337105,2014-12-20
108105,2012-02-22,0,2012-02-24
108105,2012-02-22,3.621426,2012-03-17
108105,2012-02-22,2.81923,2012-03-30
108105,2012-02-22,2.444229,2012-04-21
108105,2012-02-22,2.583987,2012-05-19
108105,2012-02-22,2.480339,2012-06-16
108105,2012-02-22,2.4357,2012-06-29
108105,2012-02-22,2.340029,2012-09-22
108105,2012-02-22,2.337272,2012-09-28
108105,2012-02-22,2.334655,2012-12-22
108105,2012-02-22,2.31273,2012-12-31
108105,2012-02-22,2.30351,2013-06-22
108105,2012-02-22,2.306586,2013-12-21
108105,2012-02-22,2.328732,2014-12-20
108105,2012-02-23,0,2012-02-24
108105,2012-02-23,3.104219,2012-03-02
108105,2012-02-23,2.687983,2012-03-17
108105,2012-02-23,2.095696,2012-03-30
108105,2012-02-23,2.016569,2012-04-21
108105,2012-02-23,2.273692,2012-05-19
108105,2012-02-23,2.25849,2012-06-16
108105,2012-02-23,2.224412,2012-06-29
108105,2012-02-23,2.194708,2012-09-22
108105,2012-02-23,2.212172,2012-09-28
108105,2012-02-23,2.246166,2012-12-22
108105,2012-02-23,2.229437,2012-12-31
108105,2012-02-23,2.25531,2013-06-22
108105,2012-02-23,2.300433,2013-12-21
108105,2012-02-23,2.299562,2014-12-20
108105,2012-02-24,0,2012-02-24
108105,2012-02-24,6.444402,2012-03-02
108105,2012-02-24,2.915543,2012-03-17
108105,2012-02-24,2.193539,2012-03-30
108105,2012-02-24,2.03159,2012-04-21
108105,2012-02-24,2.36072,2012-05-19
108105,2012-02-24,2.356374,2012-06-16
108105,2012-02-24,2.27166,2012-06-29
108105,2012-02-24,2.283755,2012-09-22
108105,2012-02-24,2.274079,2012-09-28
108105,2012-02-24,2.294279,2012-12-22
108105,2012-02-24,2.248546,2012-12-31
108105,2012-02-24,2.323273,2013-06-22
108105,2012-02-24,2.334599,2013-12-21
108105,2012-02-24,2.327683,2014-12-20
108105,2012-02-27,0,2012-03-02
108105,2012-02-27,0.06529,2012-03-17
108105,2012-02-27,0.60699,2012-03-30
108105,2012-02-27,1.088501,2012-04-21
108105,2012-02-27,1.693618,2012-05-19
108105,2012-02-27,1.818269,2012-06-16
108105,2012-02-27,1.836505,2012-06-29
108105,2012-02-27,1.963823,2012-09-22
108105,2012-02-27,1.997859,2012-09-28
108105,2012-02-27,2.084405,2012-12-22
108105,2012-02-27,2.059116,2012-12-31
108105,2012-02-27,2.161675,2013-06-22
108105,2012-02-27,2.206244,2013-12-21
108105,2012-02-27,2.263811,2014-12-20
108105,2012-02-28,0,2012-03-02
108105,2012-02-28,2.161239,2012-03-17
108105,2012-02-28,1.465402,2012-03-30
108105,2012-02-28,1.76764,2012-04-21
108105,2012-02-28,2.051217,2012-05-19
108105,2012-02-28,2.085034,2012-06-16
108105,2012-02-28,2.077501,2012-06-29
108105,2012-02-28,2.140094,2012-09-22
108105,2012-02-28,2.139444,2012-09-28
108105,2012-02-28,2.182979,2012-12-22
108105,2012-02-28,2.17315,2012-12-31
108105,2012-02-28,2.259897,2013-06-22
108105,2012-02-28,2.286738,2013-12-21
108105,2012-02-28,2.308343,2014-12-20
108105,2012-02-29,0,2012-03-02
108105,2012-02-29,1.076523,2012-03-17
108105,2012-02-29,1.243489,2012-03-30
108105,2012-02-29,1.435461,2012-04-21
108105,2012-02-29,1.940254,2012-05-19
108105,2012-02-29,1.99922,2012-06-16
108105,2012-02-29,1.980568,2012-06-29
108105,2012-02-29,2.064156,2012-09-22
108105,2012-02-29,2.100204,2012-09-28
108105,2012-02-29,2.164025,2012-12-22
108105,2012-02-29,2.156529,2012-12-31
108105,2012-02-29,2.245329,2013-06-22
108105,2012-02-29,2.275192,2013-12-21
108105,2012-02-29,2.30681,2014-12-20
108105,2012-03-01,0,2012-03-02
108105,2012-03-01,2.254962,2012-03-09
108105,2012-03-01,2.114023,2012-03-17
108105,2012-03-01,2.073687,2012-03-30
108105,2012-03-01,1.860608,2012-04-21
108105,2012-03-01,2.253628,2012-05-19
108105,2012-03-01,2.228572,2012-06-16
108105,2012-03-01,2.221025,2012-06-29
108105,2012-03-01,2.160597,2012-09-22
108105,2012-03-01,2.205017,2012-09-28
108105,2012-03-01,2.220724,2012-12-22
108105,2012-03-01,2.221261,2012-12-31
108105,2012-03-01,2.279583,2013-06-22
108105,2012-03-01,2.288865,2013-12-21
108105,2012-03-01,2.322821,2014-12-20
108105,2012-03-02,0,2012-03-02
108105,2012-03-02,3.667725,2012-03-09
108105,2012-03-02,2.659546,2012-03-17
108105,2012-03-02,2.059737,2012-03-30
108105,2012-03-02,1.939906,2012-04-21
108105,2012-03-02,2.296277,2012-05-19
108105,2012-03-02,2.277504,2012-06-16
108105,2012-03-02,2.165635,2012-06-29
108105,2012-03-02,2.151224,2012-09-22
108105,2012-03-02,2.148321,2012-09-28
108105,2012-03-02,2.219284,2012-12-22
108105,2012-03-02,2.177666,2012-12-31
108105,2012-03-02,2.217797,2013-06-22
108105,2012-03-02,2.29744,2013-12-21
108105,2012-03-02,2.332159,2014-12-20
108105,2012-03-05,0,2012-03-09
108105,2012-03-05,3.818173,2012-03-17
108105,2012-03-05,1.642158,2012-03-30
108105,2012-03-05,1.933099,2012-04-21
108105,2012-03-05,2.245722,2012-05-19
108105,2012-03-05,2.237191,2012-06-16
108105,2012-03-05,2.083829,2012-06-29
108105,2012-03-05,2.136821,2012-09-22
108105,2012-03-05,2.161444,2012-09-28
108105,2012-03-05,2.233763,2012-12-22
108105,2012-03-05,2.194697,2012-12-31
108105,2012-03-05,2.298269,2013-06-22
108105,2012-03-05,2.303403,2013-12-21
108105,2012-03-05,2.327917,2014-12-20
108105,2012-03-06,0,2012-03-09
108105,2012-03-06,2.008038,2012-03-17
108105,2012-03-06,1.444639,2012-03-30
