secid,date,sic,low,high,open,close
108105,2012-06-08,9999,1307.77,1325.81,1314.99,1325.66
108105,2012-06-11,9999,1307.73,1335.52,1325.72,1308.93
108105,2012-06-12,9999,1306.62,1324.31,1309.4,1324.18
108105,2012-06-13,9999,1310.51,1327.28,1324.02,1314.88
108105,2012-06-14,9999,1314.14,1333.68,1314.88,1329.1
108105,2012-06-15,9999,1329.19,1343.32,1329.19,1342.84
108105,2012-06-18,9999,1334.46,1348.22,1342.42,1344.78
108105,2012-06-19,9999,1344.83,1363.46,1344.83,1357.98
108105,2012-06-20,9999,1346.45,1361.57,1358.04,1355.69
108105,2012-06-21,9999,1324.41,1358.27,1355.43,1325.51
108105,2012-06-22,9999,1325.92,1337.82,1325.92,1335.02
108105,2012-06-25,9999,1309.27,1334.9,1334.9,1313.72
108105,2012-06-26,9999,1310.3,1324.24,1314.09,1319.99
108105,2012-06-27,9999,1320.71,1334.4,1320.71,1331.85
108105,2012-06-28,9999,1313.29,1331.52,1331.52,1329.04
108105,2012-06-29,9999,1330.12,1362.17,1330.12,1362.16
108105,2012-07-02,9999,1355.7,1366.35,1362.33,1365.51
108105,2012-07-03,9999,1363.53,1374.81,1365.75,1374.02
108105,2012-07-05,9999,1363.02,1373.85,1373.72,1367.58
108105,2012-07-06,9999,1348.03,1367.09,1367.09,1354.68
108105,2012-07-09,9999,1346.65,1354.87,1354.66,1352.46
108105,2012-07-10,9999,1336.27,1359.05,1352.96,1341.47
108105,2012-07-11,9999,1333.25,1345,1341.4,1341.45
108105,2012-07-12,9999,1325.41,1341.29,1341.29,1334.76
108105,2012-07-13,9999,1334.81,1357.7,1334.81,1356.78
108105,2012-07-16,9999,1348.51,1357.26,1356.5,1353.64
108105,2012-07-17,9999,1345.07,1365.36,1353.68,1363.67
108105,2012-07-18,9999,1358.96,1375.26,1363.58,1372.78
108105,2012-07-19,9999,1371.21,1380.39,1373.01,1376.51
108105,2012-07-20,9999,1362.19,1376.51,1376.51,1362.66
108105,2012-07-23,9999,1337.56,1362.34,1362.34,1350.52
108105,2012-07-24,9999,1329.24,1351.53,1350.52,1338.31
108105,2012-07-25,9999,1331.5,1343.98,1338.35,1337.89
108105,2012-07-26,9999,1338.17,1363.13,1338.17,1360.02
108105,2012-07-27,9999,1360.05,1389.19,1360.05,1385.97
108105,2012-07-30,9999,1381.37,1391.74,1385.94,1385.3
108105,2012-07-31,9999,1379.17,1387.16,1385.27,1379.32
108105,2012-08-01,9999,1373.35,1385.03,1379.32,1375.32
108105,2012-08-02,9999,1354.65,1375.13,1375.13,1365
108105,2012-08-03,9999,1365.45,1394.16,1365.45,1390.99
108105,2012-08-06,9999,1391.04,1399.63,1391.04,1394.23
108105,2012-08-07,9999,1394.46,1407.14,1394.46,1401.35
108105,2012-08-08,9999,1396.13,1404.14,1401.23,1402.22
108105,2012-08-09,9999,1398.8,1405.95,1402.26,1402.8
108105,2012-08-10,9999,1395.62,1405.98,1402.58,1405.87
108105,2012-08-13,9999,1397.32,1405.87,1405.87,1404.11
108105,2012-08-14,9999,1400.6,1410.03,1404.36,1403.93
108105,2012-08-15,9999,1401.83,1407.73,1403.89,1405.53
108105,2012-08-16,9999,1404.15,1417.44,1405.57,1415.51
108105,2012-08-17,9999,1414.67,1418.71,1415.84,1418.16
108105,2012-08-20,9999,1412.12,1418.13,1417.85,1418.13
108105,2012-08-21,9999,1410.86,1426.68,1418.13,1413.17
108105,2012-08-22,9999,1406.78,1416.12,1413.09,1413.49
108105,2012-08-23,9999,1400.5,1413.49,1413.49,1402.08
108105,2012-08-24,9999,1398.04,1413.46,1401.99,1411.13
108105,2012-08-27,9999,1409.11,1416.17,1411.13,1410.44
108105,2012-08-28,9999,1405.59,1413.63,1410.44,1409.3
108105,2012-08-29,9999,1406.57,1413.95,1409.32,1410.49
108105,2012-08-30,9999,1397.01,1410.08,1410.08,1399.48
108105,2012-08-31,9999,1398.96,1413.09,1400.07,1406.58
108105,2012-09-04,9999,1396.56,1409.31,1406.54,1404.94
108105,2012-09-05,9999,1401.25,1408.81,1404.94,1403.44
108105,2012-09-06,9999,1403.74,1432.12,1403.74,1432.12
108105,2012-09-07,9999,1431.45,1437.92,1432.12,1437.92
108105,2012-09-10,9999,1428.98,1438.74,1437.92,1429.08
108105,2012-09-11,9999,1429.13,1437.76,1429.13,1433.56
108105,2012-09-12,9999,1432.99,1439.15,1433.56,1436.56
108105,2012-09-13,9999,1435.34,1463.76,1436.56,1459.99
108105,2012-09-14,9999,1460.07,1474.51,1460.07,1465.77
108105,2012-09-17,9999,1457.55,1465.63,1465.42,1461.19
108105,2012-09-18,9999,1456.13,1461.47,1461.19,1459.32
108105,2012-09-19,9999,1457.88,1465.15,1459.5,1461.05
108105,2012-09-20,9999,1449.98,1461.23,1461.05,1460.26
108105,2012-09-21,9999,1459.51,1467.07,1460.34,1460.15
108105,2012-09-24,9999,1452.06,1460.72,1459.76,1456.89
108105,2012-09-25,9999,1441.59,1463.24,1456.94,1441.59
108105,2012-09-26,9999,1430.53,1441.6,1441.6,1433.32
108105,2012-09-27,9999,1433.36,1450.2,1433.36,1447.15
108105,2012-09-28,9999,1435.6,1447.13,1447.13,1440.67
108105,2012-10-01,9999,1440.9,1457.14,1440.9,1444.49
108105,2012-10-02,9999,1439.01,1451.52,1444.99,1445.75
108105,2012-10-03,9999,1441.99,1454.3,1446.05,1450.99
108105,2012-10-04,9999,1451.08,1463.14,1451.08,1461.4
108105,2012-10-05,9999,1456.89,1470.96,1461.4,1460.93
108105,2012-10-08,9999,1453.1,1460.93,1460.93,1455.88
108105,2012-10-09,9999,1441.18,1455.9,1455.9,1441.48
108105,2012-10-10,9999,1430.64,1442.52,1441.48,1432.56
108105,2012-10-11,9999,1432.82,1443.9,1432.82,1432.84
108105,2012-10-12,9999,1425.53,1438.43,1432.84,1428.59
108105,2012-10-15,9999,1427.24,1441.31,1428.75,1440.13
108105,2012-10-16,9999,1440.31,1455.51,1440.31,1454.92
108105,2012-10-17,9999,1453.35,1462.2,1454.22,1460.91
108105,2012-10-18,9999,1452.63,1464.02,1460.94,1457.34
108105,2012-10-19,9999,1429.85,1457.34,1457.34,1433.19
108105,2012-10-22,9999,1422.06,1435.46,1433.21,1433.82
108105,2012-10-23,9999,1407.56,1433.74,1433.74,1413.11
108105,2012-10-24,9999,1407.1,1420.04,1413.2,1408.75
108105,2012-10-25,9999,1405.14,1421.12,1409.74,1412.97
108105,2012-10-26,9999,1403.28,1417.09,1412.97,1411.94
108105,2012-10-31,9999,1405.95,1418.76,1410.99,1412.16
108105,2012-11-01,9999,1412.2,1428.35,1412.2,1427.59
108105,2012-11-02,9999,1412.91,1434.27,1427.59,1414.2
108105,2012-11-05,9999,1408.13,1419.9,1414.02,1417.26
108105,2012-11-06,9999,1417.26,1433.38,1417.26,1428.39
108105,2012-11-07,9999,1388.14,1428.27,1428.27,1394.53
108105,2012-11-08,9999,1377.51,1401.23,1394.53,1377.51
108105,2012-11-09,9999,1373.03,1391.39,1377.55,1379.85
108105,2012-11-12,9999,1380.03,1380.03,1380.03,1380.03
108105,2012-11-13,9999,1371.39,1388.81,1380.03,1374.53
108105,2012-11-14,9999,1352.5,1380.13,1374.64,1355.49
108105,2012-11-15,9999,1348.05,1360.62,1355.41,1353.33
108105,2012-11-16,9999,1343.35,1362.03,1353.36,1359.88
108105,2012-11-19,9999,1359.88,1386.89,1359.88,1386.89
108105,2012-11-20,9999,1377.04,1389.77,1386.82,1387.81
108105,2012-11-21,9999,1386.39,1391.25,1387.79,1391.03
108105,2012-11-23,9999,1391.03,1409.16,1391.03,1409.15
108105,2012-11-26,9999,1397.68,1409.15,1409.15,1406.29
108105,2012-11-27,9999,1398.03,1409.01,1406.29,1398.94
108105,2012-11-28,9999,1385.43,1410.31,1398.77,1409.93
108105,2012-11-29,9999,1409.04,1419.7,1409.96,1415.95
108105,2012-11-30,9999,1411.63,1418.86,1415.95,1416.18
108105,2012-12-03,9999,1408.46,1423.73,1416.34,1409.46
108105,2012-12-04,9999,1403.65,1413.14,1409.46,1407.05
108105,2012-12-05,9999,1398.23,1415.56,1407.05,1409.28
108105,2012-12-06,9999,1405.93,1413.95,1409.43,1413.94
108105,2012-12-07,9999,1410.9,1420.34,1413.95,1418.07
108105,2012-12-10,9999,1415.64,1421.64,1418.07,1418.55
108105,2012-12-11,9999,1418.55,1434.27,1418.55,1427.84
108105,2012-12-12,9999,1426.76,1438.59,1427.84,1428.48
108105,2012-12-13,9999,1416,1431.36,1428.48,1419.45
108105,2012-12-14,9999,1411.88,1419.45,1419.45,1413.58
108105,2012-12-17,9999,1413.54,1430.67,1413.54,1430.36
108105,2012-12-18,9999,1430.47,1448,1430.47,1446.79
108105,2012-12-19,9999,1435.8,1447.75,1446.79,1435.81
108105,2012-12-20,9999,1432.82,1443.7,1435.81,1443.69
108105,2012-12-21,9999,1422.58,1443.67,1443.67,1430.15
108105,2012-12-24,9999,1424.66,1430.15,1430.15,1426.66
108105,2012-12-26,9999,1416.43,1429.42,1426.66,1419.83
108105,2012-12-27,9999,1401.8,1422.8,1419.83,1418.1
108105,2012-12-28,9999,1401.58,1418.1,1418.1,1402.43
108105,2012-12-31,9999,1398.11,1426.74,1402.43,1426.19
108105,2013-01-02,9999,1426.19,1462.43,1426.19,1462.42
108105,2013-01-03,9999,1455.53,1465.47,1462.42,1459.37
108105,2013-01-04,9999,1458.99,1467.94,1459.37,1466.47
108105,2013-01-07,9999,1456.62,1466.47,1466.47,1461.89
108105,2013-01-08,9999,1451.64,1461.89,1461.89,1457.15
108105,2013-01-09,9999,1457.15,1464.73,1457.15,1461.02
108105,2013-01-10,9999,1461.02,1472.3,1461.02,1472.12
108105,2013-01-11,9999,1467.58,1472.75,1472.12,1472.05
108105,2013-01-14,9999,1465.69,1472.05,1472.05,1470.68
108105,2013-01-15,9999,1463.76,1473.31,1470.67,1472.34
108105,2013-01-16,9999,1467.6,1473.96,1472.33,1472.63
108105,2013-01-17,9999,1472.63,1485.16,1472.63,1480.94
108105,2013-01-18,9999,1475.81,1485.98,1480.95,1485.98
108105,2013-01-22,9999,1481.16,1492.56,1485.98,1492.56
108105,2013-01-23,9999,1489.9,1496.13,1492.56,1494.81
108105,2013-01-24,9999,1489.46,1502.27,1494.81,1494.82
108105,2013-01-25,9999,1494.82,1503.26,1494.82,1502.96
108105,2013-01-28,9999,1496.33,1503.23,1502.96,1500.18
108105,2013-01-29,9999,1498.09,1509.35,1500.18,1507.84
108105,2013-01-30,9999,1500.11,1509.94,1507.84,1501.96
108105,2013-01-31,9999,1496.76,1504.19,1501.96,1498.11
108105,2013-02-01,9999,1498.11,1514.41,1498.11,1513.17
108105,2013-02-04,9999,1495.02,1513.17,1513.17,1495.71
108105,2013-02-05,9999,1495.71,1514.96,1495.71,1511.29
108105,2013-02-06,9999,1504.71,1512.53,1511.29,1512.12
108105,2013-02-07,9999,1498.49,1512.9,1512.12,1509.39
108105,2013-02-08,9999,1509.39,1518.31,1509.39,1517.93
108105,2013-02-11,9999,1513.61,1518.31,1517.93,1517.01
108105,2013-02-12,9999,1515.61,1522.29,1517.01,1519.43
108105,2013-02-13,9999,1515.93,1524.69,1519.43,1520.33
108105,2013-02-14,9999,1514.02,1523.14,1520.33,1521.38
108105,2013-02-15,9999,1514.14,1524.24,1521.38,1519.79
108105,2013-02-19,9999,1519.79,1530.94,1519.79,1530.94
108105,2013-02-20,9999,1511.41,1530.94,1530.94,1511.95
108105,2013-02-21,9999,1497.29,1511.95,1511.95,1502.42
108105,2013-02-22,9999,1502.42,1515.64,1502.42,1515.6
108105,2013-02-25,9999,1487.85,1525.84,1515.6,1487.85
108105,2013-02-26,9999,1496.94,1496.94,1496.94,1496.94
108105,2013-02-27,9999,1494.88,1520.08,1496.94,1515.99
108105,2013-02-28,9999,1514.46,1525.34,1515.99,1514.68
108105,2013-03-01,9999,1501.48,1519.99,1514.68,1518.2
108105,2013-03-04,9999,1512.29,1525.27,1518.2,1525.2
108105,2013-03-05,9999,1525.2,1543.47,1525.2,1539.79
108105,2013-03-06,9999,1538.11,1545.25,1539.79,1541.46
108105,2013-03-07,9999,1541.46,1545.78,1541.46,1544.26
108105,2013-03-08,9999,1542.94,1552.48,1544.26,1551.18
108105,2013-03-11,9999,1547.36,1556.27,1551.15,1556.22
108105,2013-03-12,9999,1548.24,1556.77,1556.22,1552.48
108105,2013-03-13,9999,1548.25,1556.39,1552.48,1554.52
108105,2013-03-14,9999,1554.52,1563.32,1554.52,1563.23
108105,2013-03-15,9999,1555.74,1563.62,1563.21,1560.7
108105,2013-03-18,9999,1545.13,1560.7,1560.7,1552.1
108105,2013-03-19,9999,1538.57,1557.25,1552.1,1548.34
108105,2013-03-20,9999,1548.34,1561.56,1548.34,1558.71
108105,2013-03-21,9999,1543.55,1558.71,1558.71,1545.8
108105,2013-03-22,9999,1545.9,1557.74,1545.9,1556.89
108105,2013-03-25,9999,1546.22,1564.91,1556.89,1551.69
108105,2013-03-26,9999,1551.69,1563.95,1551.69,1563.77
108105,2013-03-27,9999,1551.9,1564.07,1563.75,1562.85
108105,2013-03-28,9999,1561.08,1570.28,1562.86,1569.19
108105,2013-04-01,9999,1558.47,1570.57,1569.18,1562.17
108105,2013-04-02,9999,1562.17,1573.66,1562.17,1570.25
108105,2013-04-03,9999,1549.8,1571.47,1570.25,1553.69
108105,2013-04-04,9999,1552.52,1562.6,1553.69,1559.98
108105,2013-04-05,9999,1539.5,1559.98,1559.98,1553.28
108105,2013-04-08,9999,1548.63,1563.07,1553.26,1563.07
108105,2013-04-09,9999,1560.92,1573.89,1563.11,1568.61
108105,2013-04-10,9999,1568.61,1589.07,1568.61,1587.73
108105,2013-04-11,9999,1586.17,1597.35,1587.73,1593.37
108105,2013-04-12,9999,1579.97,1593.3,1593.3,1588.85
108105,2013-04-15,9999,1552.28,1588.84,1588.84,1552.36
108105,2013-04-16,9999,1552.36,1575.35,1552.36,1574.57
108105,2013-04-17,9999,1543.69,1574.57,1574.57,1552.01
108105,2013-04-18,9999,1536.03,1554.38,1552.03,1541.61
108105,2013-04-19,9999,1539.4,1555.89,1541.61,1555.25
108105,2013-04-22,9999,1548.19,1565.55,1555.25,1562.5
108105,2013-04-23,9999,1562.5,1579.58,1562.5,1578.78
108105,2013-04-24,9999,1575.8,1583,1578.78,1578.79
108105,2013-04-25,9999,1578.93,1592.64,1578.93,1585.16
108105,2013-04-26,9999,1577.56,1585.78,1585.16,1582.24
108105,2013-04-29,9999,1582.34,1596.65,1582.34,1593.61
108105,2013-04-30,9999,1586.5,1597.57,1593.58,1597.57
108105,2013-05-01,9999,1581.28,1597.55,1597.55,1582.7
108105,2013-05-02,9999,1582.77,1598.6,1582.77,1597.59
108105,2013-05-03,9999,1597.6,1618.46,1597.6,1614.42
108105,2013-05-06,9999,1614.21,1619.77,1614.4,1617.5
108105,2013-05-07,9999,1616.64,1626.03,1617.55,1625.96
108105,2013-05-08,9999,1622.7,1632.78,1625.95,1632.69
108105,2013-05-09,9999,1623.09,1635.01,1632.69,1626.67
108105,2013-05-10,9999,1623.71,1633.7,1626.69,1633.7
108105,2013-05-13,9999,1626.74,1636,1632.1,1633.77
108105,2013-05-14,9999,1633.75,1651.1,1633.75,1650.34
108105,2013-05-15,9999,1646.68,1661.49,1649.13,1658.78
108105,2013-05-16,9999,1648.6,1660.51,1658.07,1650.47
108105,2013-05-17,9999,1652.45,1667.47,1652.45,1667.47
108105,2013-05-20,9999,1663.52,1672.84,1665.71,1666.29
108105,2013-05-21,9999,1662.67,1674.93,1666.2,1669.16
108105,2013-05-22,9999,1648.86,1687.18,1669.39,1655.35
108105,2013-05-23,9999,1635.53,1655.5,1651.62,1650.51
108105,2013-05-24,9999,1636.88,1649.78,1646.67,1649.6
108105,2013-05-28,9999,1652.63,1674.21,1652.63,1660.06
108105,2013-05-29,9999,1640.05,1656.57,1656.57,1648.36
108105,2013-05-30,9999,1648.61,1661.91,1649.14,1654.41
108105,2013-05-31,9999,1630.74,1658.99,1652.13,1630.74
108105,2013-06-03,9999,1622.72,1640.42,1631.71,1640.42
108105,2013-06-04,9999,1623.62,1646.53,1640.73,1631.38
108105,2013-06-05,9999,1607.09,1629.31,1629.05,1608.9
108105,2013-06-06,9999,1598.23,1622.56,1609.29,1622.56
108105,2013-06-07,9999,1625.27,1644.4,1625.27,1643.38
108105,2013-06-10,9999,1639.26,1648.69,1644.67,1642.81
108105,2013-06-11,9999,1622.92,1640.13,1638.64,1626.13
108105,2013-06-12,9999,1610.92,1637.71,1629.94,1612.52
108105,2013-06-13,9999,1608.07,1639.25,1612.15,1636.36
108105,2013-06-14,9999,1623.96,1640.8,1635.52,1626.73
108105,2013-06-17,9999,1630.34,1646.5,1630.64,1639.04
108105,2013-06-18,9999,1639.77,1654.19,1639.77,1651.81
108105,2013-06-19,9999,1628.91,1652.45,1651.83,1628.93
108105,2013-06-20,9999,1584.32,1624.62,1624.62,1588.19
108105,2013-06-21,9999,1577.7,1599.19,1588.62,1592.43
108105,2013-06-24,9999,1560.33,1588.77,1588.77,1573.09
108105,2013-06-25,9999,1577.09,1593.79,1577.52,1588.03
108105,2013-06-26,9999,1592.27,1606.83,1592.27,1603.26
108105,2013-06-27,9999,1606.44,1620.07,1606.44,1613.2
108105,2013-06-28,9999,1601.06,1615.94,1611.12,1606.28
108105,2013-07-01,9999,1609.78,1626.61,1609.78,1614.96
108105,2013-07-02,9999,1606.77,1624.26,1614.29,1614.08
108105,2013-07-03,9999,1604.57,1618.97,1611.48,1615.41
108105,2013-07-05,9999,1614.71,1632.07,1618.65,1631.89
108105,2013-07-08,9999,1634.2,1644.68,1634.2,1640.46
108105,2013-07-09,9999,1642.89,1654.18,1642.89,1652.32
108105,2013-07-10,9999,1647.66,1657.92,1651.56,1652.62
108105,2013-07-11,9999,1657.41,1676.63,1657.41,1675.02
108105,2013-07-12,9999,1672.33,1680.19,1675.26,1680.19
108105,2013-07-15,9999,1677.89,1684.51,1679.59,1682.5
108105,2013-07-16,9999,1671.84,1683.73,1682.7,1676.26
108105,2013-07-17,9999,1677.91,1684.75,1677.91,1680.91
108105,2013-07-18,9999,1681.05,1693.12,1681.05,1689.37
108105,2013-07-19,9999,1684.08,1692.09,1686.15,1692.09
108105,2013-07-22,9999,1690.67,1697.61,1694.41,1695.53
108105,2013-07-23,9999,1691.13,1698.78,1696.63,1692.39
108105,2013-07-24,9999,1682.57,1698.38,1696.06,1685.94
108105,2013-07-25,9999,1680.07,1690.94,1685.21,1690.25
108105,2013-07-26,9999,1676.03,1691.85,1687.31,1691.65
108105,2013-07-29,9999,1681.86,1690.92,1690.32,1685.33
108105,2013-07-30,9999,1682.42,1693.19,1687.92,1685.96
108105,2013-07-31,9999,1684.94,1698.43,1687.76,1685.73
108105,2013-08-01,9999,1689.42,1707.85,1689.42,1706.87
108105,2013-08-02,9999,1700.68,1709.67,1706.1,1709.67
108105,2013-08-05,9999,1703.55,1709.24,1708.01,1707.14
108105,2013-08-06,9999,1693.29,1705.79,1705.79,1697.37
108105,2013-08-07,9999,1684.91,1695.3,1695.3,1690.91
108105,2013-08-08,9999,1688.38,1700.18,1693.35,1697.48
108105,2013-08-09,9999,1686.02,1699.42,1696.1,1691.42
108105,2013-08-12,9999,1683.35,1691.49,1688.37,1689.47
108105,2013-08-13,9999,1682.62,1696.81,1690.65,1694.16
108105,2013-08-14,9999,1684.83,1695.52,1693.88,1685.39
108105,2013-08-15,9999,1658.59,1679.61,1679.61,1661.32
108105,2013-08-16,9999,1652.61,1663.6,1661.22,1655.83
108105,2013-08-19,9999,1645.84,1659.18,1655.25,1646.06
108105,2013-08-20,9999,1646.08,1658.92,1646.81,1652.35
108105,2013-08-21,9999,1639.43,1656.99,1650.66,1642.8
108105,2013-08-22,9999,1645.03,1659.55,1645.03,1656.96
108105,2013-08-23,9999,1654.81,1664.85,1659.92,1663.5
108105,2013-08-26,9999,1656.02,1669.51,1664.29,1656.78
108105,2013-08-27,9999,1629.05,1652.54,1652.54,1630.48
108105,2013-08-28,9999,1627.47,1641.18,1630.25,1634.96
108105,2013-08-29,9999,1630.88,1646.41,1633.5,1638.17
108105,2013-08-30,9999,1628.05,1640.08,1638.89,1632.97
108105,2013-09-03,9999,1633.41,1651.35,1635.95,1639.77
108105,2013-09-04,9999,1637.41,1655.72,1640.72,1653.08
108105,2013-09-05,9999,1653.07,1659.17,1653.28,1655.08
108105,2013-09-06,9999,1640.62,1664.83,1657.44,1655.17
108105,2013-09-09,9999,1656.85,1672.4,1656.85,1671.71
108105,2013-09-10,9999,1674.32,1684.09,1674.32,1683.99
108105,2013-09-11,9999,1678.7,1689.13,1681.04,1689.13
108105,2013-09-12,9999,1681.96,1689.97,1689.21,1683.42
108105,2013-09-13,9999,1682.22,1688.73,1685.04,1687.99
108105,2013-09-16,9999,1691.7,1704.95,1691.7,1697.6
108105,2013-09-17,9999,1697.73,1705.52,1697.73,1704.76
108105,2013-09-18,9999,1700.35,1729.44,1705.74,1725.52
108105,2013-09-19,9999,1720.2,1729.86,1727.34,1722.34
108105,2013-09-20,9999,1708.89,1725.23,1722.44,1709.91
108105,2013-09-23,9999,1697.1,1711.44,1711.44,1701.84
108105,2013-09-24,9999,1694.9,1707.63,1702.6,1697.42
108105,2013-09-25,9999,1691.88,1701.71,1698.02,1692.77
108105,2013-09-26,9999,1693.11,1703.85,1694.05,1698.67
108105,2013-09-27,9999,1687.11,1695.52,1695.52,1691.75
108105,2013-09-30,9999,1674.99,1687.26,1687.26,1681.55
108105,2013-10-01,9999,1682.07,1696.55,1682.41,1695
108105,2013-10-02,9999,1680.34,1693.87,1691.9,1693.87
108105,2013-10-03,9999,1670.36,1692.35,1692.35,1678.66
108105,2013-10-04,9999,1677.33,1691.94,1678.79,1690.5
108105,2013-10-07,9999,1674.7,1687.15,1687.15,1676.12
108105,2013-10-08,9999,1655.03,1676.79,1676.22,1655.45
108105,2013-10-09,9999,1646.47,1662.47,1656.99,1656.4
108105,2013-10-10,9999,1660.88,1692.56,1660.88,1692.56
108105,2013-10-11,9999,1688.52,1703.44,1691.09,1703.2
108105,2013-10-14,9999,1692.13,1711.03,1699.86,1710.14
108105,2013-10-15,9999,1695.93,1711.57,1709.17,1698.06
108105,2013-10-16,9999,1700.49,1721.76,1700.49,1721.54
108105,2013-10-17,9999,1714.12,1733.45,1720.17,1733.15
108105,2013-10-18,9999,1735.74,1745.31,1736.72,1744.5
108105,2013-10-21,9999,1740.67,1747.79,1745.2,1744.66
108105,2013-10-22,9999,1746.48,1759.33,1746.48,1754.67
108105,2013-10-23,9999,1740.5,1752.27,1752.27,1746.38
108105,2013-10-24,9999,1745.5,1753.94,1747.48,1752.07
108105,2013-10-25,9999,1752.45,1759.82,1756.01,1759.77
108105,2013-10-28,9999,1757.67,1764.99,1759.42,1762.11
108105,2013-10-29,9999,1762.93,1772.09,1762.93,1771.95
108105,2013-10-30,9999,1757.24,1775.22,1772.27,1763.31
108105,2013-10-31,9999,1755.72,1768.53,1763.24,1756.54
108105,2013-11-01,9999,1752.7,1765.67,1758.7,1761.64
108105,2013-11-04,9999,1761.56,1768.78,1763.4,1767.93
108105,2013-11-05,9999,1755.76,1767.03,1765.67,1762.97
108105,2013-11-06,9999,1764.4,1773.74,1765,1770.49
108105,2013-11-07,9999,1746.2,1774.54,1770.74,1747.15
108105,2013-11-08,9999,1747.63,1770.78,1748.37,1770.61
108105,2013-11-11,9999,1767.85,1773.44,1769.96,1771.89
108105,2013-11-12,9999,1762.29,1771.78,1769.51,1767.69
108105,2013-11-13,9999,1760.64,1782,1764.37,1782
108105,2013-11-14,9999,1780.22,1791.53,1782.75,1790.62
108105,2013-11-15,9999,1790.66,1798.22,1790.66,1798.18
108105,2013-11-18,9999,1788,1802.33,1798.82,1791.53
108105,2013-11-19,9999,1784.72,1795.51,1790.79,1787.87
108105,2013-11-20,9999,1777.23,1795.73,1789.59,1781.37
108105,2013-11-21,9999,1783.52,1797.16,1783.52,1795.85
108105,2013-11-22,9999,1794.7,1804.84,1797.21,1804.76
108105,2013-11-25,9999,1800.58,1808.1,1806.33,1802.48
108105,2013-11-26,9999,1800.77,1808.42,1802.87,1802.75
108105,2013-11-27,9999,1802.77,1808.27,1803.48,1807.23
108105,2013-11-29,9999,1803.98,1813.55,1808.69,1805.81
108105,2013-12-02,9999,1798.6,1810.02,1806.55,1800.9
108105,2013-12-03,9999,1787.85,1800.1,1800.1,1795.15
108105,2013-12-04,9999,1779.09,1799.8,1793.15,1792.81
108105,2013-12-05,9999,1783.38,1792.82,1792.82,1785.03
108105,2013-12-06,9999,1788.36,1806.04,1788.36,1805.09
108105,2013-12-09,9999,1806.21,1811.52,1806.21,1808.37
108105,2013-12-10,9999,1801.75,1808.52,1807.6,1802.62
108105,2013-12-11,9999,1780.09,1802.97,1802.76,1782.22
108105,2013-12-12,9999,1772.28,1782.99,1781.71,1775.5
108105,2013-12-13,9999,1772.45,1780.92,1777.98,1775.32
108105,2013-12-16,9999,1777.48,1792.22,1777.48,1786.54
108105,2013-12-17,9999,1777.05,1786.77,1786.47,1781
108105,2013-12-18,9999,1767.99,1811.08,1781.46,1810.65
108105,2013-12-19,9999,1801.35,1810.88,1809,1809.6
108105,2013-12-20,9999,1810.25,1823.75,1810.39,1818.32
108105,2013-12-23,9999,1822.92,1829.75,1822.92,1827.99
108105,2013-12-24,9999,1828.02,1833.32,1828.02,1833.32
108105,2013-12-26,9999,1834.96,1842.84,1834.96,1842.02
108105,2013-12-27,9999,1839.81,1844.89,1842.97,1841.4
108105,2013-12-30,9999,1838.77,1842.47,1841.47,1841.07
108105,2013-12-31,9999,1842.41,1849.44,1842.61,1848.36
108105,2014-01-02,9999,1827.74,1845.86,1845.86,1831.98
108105,2014-01-03,9999,1829.13,1838.24,1833.21,1831.37
108105,2014-01-06,9999,1823.73,1837.16,1832.31,1826.77
108105,2014-01-07,9999,1828.71,1840.1,1828.71,1837.88
108105,2014-01-08,9999,1831.4,1840.02,1837.9,1837.49
108105,2014-01-09,9999,1830.38,1843.23,1839,1838.13
108105,2014-01-10,9999,1832.43,1843.15,1840.06,1842.37
108105,2014-01-13,9999,1815.52,1843.45,1841.26,1819.2
108105,2014-01-14,9999,1821.36,1839.26,1821.36,1838.88
108105,2014-01-15,9999,1840.52,1850.84,1840.52,1848.38
108105,2014-01-16,9999,1840.3,1847.99,1847.99,1845.89
108105,2014-01-17,9999,1835.23,1846.04,1844.23,1838.7
108105,2014-01-21,9999,1832.38,1849.31,1841.05,1843.8
108105,2014-01-22,9999,1840.88,1846.87,1844.71,1844.86
108105,2014-01-23,9999,1820.06,1842.29,1842.29,1828.46
108105,2014-01-24,9999,1790.29,1826.96,1826.96,1790.29
108105,2014-01-27,9999,1772.88,1795.98,1791.03,1781.56
108105,2014-01-28,9999,1779.49,1793.87,1783,1792.5
108105,2014-01-29,9999,1770.45,1790.15,1790.15,1774.2
108105,2014-01-30,9999,1777.17,1798.77,1777.17,1794.19
108105,2014-01-31,9999,1772.26,1793.88,1790.88,1782.59
108105,2014-02-03,9999,1739.66,1784.83,1782.68,1741.89
108105,2014-02-04,9999,1743.82,1758.73,1743.82,1755.2
108105,2014-02-05,9999,1737.92,1755.79,1753.38,1751.64
108105,2014-02-06,9999,1752.99,1774.06,1752.99,1773.43
108105,2014-02-07,9999,1776.01,1798.03,1776.01,1797.02
108105,2014-02-10,9999,1791.83,1799.94,1796.2,1799.84
